PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210
401918,375770,7,375770,6,24.4,18,47.8,83.2,4.9,6.8,1.9,0.4,2.8,29.2,57.9,79.8,10.1,21.9,84.7,18,35852,31.1,165710,74.4,5.9,120200,123733,2.87,20910,50027,15.6,3311,46431,3.4,15902,15591,3.1,1.9,0,0,12.7,27,2149874,450438,2033110,6718,341933,1744,5365.61,70
1386,1466,-5.5,1466,3.8,16.6,24.7,48.5,97.1,0.3,0.8,0.5,0,1.3,1.4,96.2,90.6,1.4,10,84.8,16.5,126,14,977,78.9,5.1,52100,679,2.09,24152,35729,14.2,56,269,2.3,136,173,0,0,0,0,0,0,0,0,3906,2810,0,2,733.68,2
6461,6629,-2.5,6629,8.2,32.3,13.7,48.7,94.2,0.4,2,1.3,0.5,1.6,10.9,85.3,87.3,6.8,6.5,90.9,17,383,16.9,2927,77.7,8.6,144800,2112,2.98,19415,46660,14.1,159,1595,6.6,470,710,0,0,0,0,0,0,0,0,89663,14776,12753,16,2589.88,2.6
224241,220000,1.9,220000,5.4,20.2,17,50.5,86.6,1.8,2.5,4.6,0.3,4.2,15.5,73.5,79.1,7.5,13.6,87.7,24.4,18453,20.3,97486,60.1,20,225900,84816,2.53,23787,43752,20.4,4637,56166,4.6,13031,17307,1.2,0,2.7,0,0,30.9,987397,796397,2400652,11025,355840,550,1636.46,134.4
2463,2484,-0.8,2484,4.7,16.6,21.2,54.3,95,1.1,1.2,0.4,0,2.3,2.6,92.7,81.7,0.6,1.4,90.9,18.5,192,17,1337,62.2,11.2,147700,1045,2.18,26797,38438,16.3,93,457,1.1,256,463,0,0,0,0,0,0,0,0,19649,8408,3071,1,2626.04,0.9
13898,14666,-5.2,14666,4.8,21.1,19.8,50.4,97.6,0.5,0.3,0.4,0,1.2,1.1,96.6,85.5,1.1,1.8,85.4,14.2,1209,25.9,7028,77.4,7.2,82100,6310,2.27,23199,42260,16.3,295,2377,-3.9,727,651,0,0,0,0,0,30.3,0,192326,98760,6563,10399,1,539.24,27.2
9287,9129,1.7,9129,8.6,29.5,17.9,50,64,0.4,32.4,0.2,0,3,2.5,63.2,85.8,0.3,6.2,86.1,16.6,686,11.6,3853,70.8,8.5,74500,3191,2.74,19030,40102,23.6,272,2357,-2.6,671,0,0,0,0,0,0,0,0,73074,82107,9164,18219,6,1097.49,8.3
56876,55698,2.1,55698,5.5,22.1,14.5,47.2,94.1,3.7,0.3,0.4,0,1.4,1.3,93,84.6,0.6,1.6,84.9,16.1,4346,27.3,21159,74.6,10.3,149200,19167,2.69,23851,54003,13.3,785,11143,1.3,3263,3415,0,0,0,0,0,27.6,0,0,416443,7673,40037,25,501.32,111.1
860112,840987,2.3,840978,5.4,21.9,15.6,51.4,82.9,11,0.3,3.6,0,2.2,2.5,80.8,88.1,10.3,13.6,88.2,22.5,55720,26.8,361273,75.5,17.7,123100,332818,2.52,26748,53451,12.5,18338,281325,3.4,59636,66632,4.7,0.5,3.3,0,1.2,27,23588483,5611118,10007613,12074,1120853,1850,479.22,1754.9
3526,3598,-2,3598,4.5,19.1,25.3,43.9,94.4,1.8,1.2,0.6,0.2,1.7,56.5,40.6,81.6,15.3,58.1,68.9,14.6,497,21.8,1939,82,9.2,65800,1195,2.81,16700,33257,25.7,38,367,6.4,184,217,0,0,0,0,0,18.9,0,0,8052,2430,1089,1,1360.06,2.6
15880,15636,1.6,15636,4.7,19.1,19.5,49.8,96.1,0.3,1.2,0.4,0.1,1.9,2.8,93.7,89.9,2.4,4,93.2,33.6,1386,22.2,9368,75.1,10.3,204500,6445,2.39,24611,42426,12.3,772,4504,2.5,2097,2212,0,0,0,0,0,25.7,0,26285,208923,13036,61864,34,2803.06,5.6
8223,8382,-1.9,8375,8.4,28.1,11.8,49.6,77,17.9,1.3,0.8,1,2,23.9,56.9,87.6,12.2,20.5,64.6,7.7,540,21.2,3461,69.9,7.4,75000,2758,3,15958,30049,32.2,89,1115,1.5,514,582,0,0,0,0,0,27.5,0,0,35656,4367,937,0,339.38,24.7
132897,131090,1.4,131090,6.1,21.5,14.8,51.1,86.2,9,0.3,2,0.2,2.2,4.2,82.7,82.9,4.8,7.7,89.5,25.3,9095,15.8,56890,67.8,24.1,123600,52276,2.4,24273,45747,17,3203,68753,2.4,7189,9739,4.1,0,0,0,0.6,29.1,5880301,1278450,1929430,15224,194601,314,565.77,231.7
20240,20565,-1.6,20565,6,22,23.7,49.7,96.1,1,0.7,0.5,0,1.6,1.9,94.6,89,1.2,7.6,79.2,12.7,2224,25,15382,80.1,5.6,110500,8164,2.46,17935,34797,23.4,477,2969,-0.5,1637,1923,0,0,0,0,0,12.4,108135,22059,191467,9221,13322,4,597.63,34.4
16412,17195,-4.6,17195,5.3,18.4,17.5,43.4,46.6,50.9,0.5,0.7,0,1.2,1.4,45.6,89.7,1.5,3.2,75.1,12.5,1151,25.2,7759,70,4.2,70500,5726,2.67,17512,32996,29.7,254,2821,-3.2,746,881,0,0,0,0,0,30.1,0,125891,74200,4516,2251,0,754.88,22.8
6745,6856,-1.6,6856,5.6,21.4,20.7,51.2,95.5,2.8,0.1,0.2,0,1.4,1.1,94.5,91.6,0.5,1.6,73,13.9,470,22,3652,75.5,6,63400,2604,2.59,17697,31593,23.6,110,1294,11.7,582,946,0,0,0,0,0,0,0,0,44182,6484,4529,0,305.18,22.5
38987,37431,4.2,37575,5.8,22.6,14.5,50.1,91.2,5.1,0.5,1.1,0.1,2.1,4.1,87.5,87.7,3.7,4.7,84,20.5,3584,39.9,16123,72.5,10,219000,14387,2.58,28889,61610,9.3,776,9701,3.9,2497,3372,0,0,0,0,0,35.9,0,18653,369617,10182,41270,87,213.47,176
43452,45078,-3.6,45078,5,19.6,19.2,50.3,94.6,3.4,0.2,0.7,0,1.1,0.9,93.8,90.1,0.8,1.4,77,12.9,3265,25.1,20677,73,7.9,88000,18294,2.37,21358,35693,18.3,1088,13482,-1.1,2108,2969,0,0,0,0,0,27.6,354503,0,811756,18473,52190,26,518.85,86.9
4370,4431,-1.4,4431,6.1,25.2,19.7,50.9,98.5,0.2,0.2,0.2,0,0.8,1.1,97.5,89.9,1.8,6.4,85.9,9.8,299,27.2,2089,71,10.1,73600,1773,2.45,18160,34688,24,81,306,-15.5,330,371,0,0,0,0,0,42.9,0,0,32109,7858,386,3,307.3,14.4
33403,33292,0.3,33292,5.8,23.4,16,50.1,97.4,0.5,0.4,0.4,0.1,1.2,2,95.7,90.2,1,2.2,90.4,16.7,2628,24,14453,81.7,9.2,126300,13094,2.51,24613,51914,8.2,672,10185,-2.4,2141,2734,0,0,0,0,0,0,2107506,0,343476,10547,28272,94,335.57,99.2
24650,24696,-0.2,24696,6.1,23.5,17.8,50.6,97.4,0.5,0.5,0.4,0.1,1.3,1.8,95.8,85.9,0.7,1.5,78.1,13.2,2598,28.6,11918,76,7.3,105100,9485,2.57,18415,35897,21.1,529,5410,-1.6,1526,1927,0,0,0,0,0,23.5,271662,105183,174262,7267,25507,11,742.52,33.3
18567,18106,2.5,18106,6.6,27,14.8,49.3,96.6,0.8,1.1,0.4,0.1,1.1,4.5,92.6,86.5,2.1,4.3,93,21,1076,29.1,9014,82.8,7.6,190900,6245,2.88,25834,64205,6.9,625,4021,-4.3,1818,2598,0,0,1.5,0,0,21.2,0,26778,221712,13705,21115,68,4076.13,4.4
262,286,-8.4,286,7.6,20.6,17.6,50.4,95.4,0,1.5,0,0,3.1,17.2,79,90.6,17.1,23.6,81.7,20.5,6,11.2,186,42.1,6.5,91000,126,2.53,29836,65000,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910.87,0.3
4000,4131,-3.2,4131,6.8,24.1,21,50.5,97.4,0.5,0.3,0.3,0,1.6,1.2,96.2,88.6,1.2,3.7,85,14.8,364,21.1,2271,74.8,4.8,64900,1724,2.33,20946,34481,26.3,94,683,-1.9,357,250,0,0,0,0,0,0,0,29859,27773,6876,614,0,504.01,8.2
11032,10914,1.1,10914,5,20.2,23.6,50,93.6,2.9,1.1,0.8,0,1.5,8.2,86.2,86.5,4.1,7.2,82.2,11,1375,32.6,5285,81.4,4.7,96300,4232,2.57,21946,44478,13.6,158,1310,4.5,816,0,0,0,0,0,0,0,0,0,93947,8372,6194,5,229.45,47.6
4888,4959,-1.4,4959,5.1,22.5,22.7,50.3,97.6,0.4,0.6,0.2,0.1,1.1,3.2,94.8,85.5,0.7,2.1,88.9,16.8,507,17.7,2711,72.3,10,56400,2215,2.18,22068,39603,16.2,169,1310,-1.3,442,631,0,0,0,0,0,38.5,0,88588,50222,10789,0,5,719.13,6.9
43328,44443,-2.5,44443,5.5,19.2,19.5,52.1,93.2,3.7,0.2,0.9,0,2,1.1,92.4,87.2,1.5,3,91.2,29.1,3745,19.5,21080,70.1,23.1,98700,18553,2.25,26135,41025,15.4,1416,27606,-5.6,2448,4189,0,0,0,0,0,23.7,0,3117043,649939,14665,98255,55,105.82,420
15165,15007,1.1,15007,5.3,20.1,15,48.1,84.3,13.1,0.2,0.7,0.1,1.6,1.8,82.7,78.3,0.7,2.4,82.5,11.4,1253,19.8,6208,73.7,8.6,74900,5586,2.44,19464,39125,25.7,272,4666,2.3,700,925,2.8,0,0,0,0,21.9,250359,93971,144171,9585,9845,21,342.85,43.8
86237,86956,-0.8,86956,5.4,21.1,18.6,51.6,96.4,1.2,0.2,0.6,0,1.5,1,95.5,88.9,0.8,1.7,88.8,18.4,8194,19.1,40245,73.1,14.5,106400,35569,2.41,24042,42287,16.2,2052,33351,0.7,4206,5173,0,0,0,0,0.7,26.5,0,330697,1712248,19847,157906,105,366.26,237.4
17914,18145,-1.3,18145,5.7,22.2,17.3,49.5,96.2,0.9,0.3,0.3,1.2,1.1,1,95.3,89.4,1.1,2.1,82.1,10.7,1673,27.3,8638,82.2,8.8,121600,7235,2.45,22921,48433,11.9,390,4897,-2.4,1064,1411,0,0,0,0,0,19,368461,73610,148176,8311,11391,5,499.15,36.4
23106,24095,-4.1,24098,4.4,17.7,19.4,49.1,96.2,2.8,0.1,0.3,0,0.6,0.6,95.7,93.5,1.4,1.8,68.2,8.3,1175,30.1,11443,78.6,3.3,68200,9485,2.41,17489,29848,25.9,442,6464,-4.5,811,1383,0,2.7,0,0,0,0,0,189777,143922,6118,12056,9,502.76,47.9
39411,39989,-1.4,39561,5.8,22.1,19.5,50.9,97.4,0.5,0.4,0.4,0,1.2,1.6,96.1,87.4,0.8,2.2,87.1,13.1,3774,24,18546,75.6,9.2,64300,16110,2.42,20394,36273,19.1,763,6837,-5.4,2278,3165,0,0,0,0,0,21.4,223186,72726,362193,9236,34169,7,408.89,96.8
45830,46688,-1.8,46688,5.5,22.3,17.7,50.1,97.1,0.7,0.5,0.4,0,1.3,2.1,95.2,87.5,0.7,4.9,87,15.3,3707,24.1,21652,80,8.9,103700,17642,2.55,20379,41759,19.7,780,10601,-1.9,2806,3465,0,0,0,0,0,25.3,1330797,260599,323333,6964,31369,34,598.13,78.1
24538,23746,3.3,23746,5.8,18.9,20.6,55,83.8,12,0.3,1.2,0,2.6,2.8,81.5,81.7,3.1,4,84.6,28,1819,19.3,11753,57.7,29.2,169400,10495,2.15,24753,38501,18,757,10578,0,1497,2566,0,0,0,0,0,22.5,101382,68287,447486,18861,65549,137,19.98,1188.8
40147,37890,6,37890,6,20.8,13.7,50.9,94.6,1.7,1.4,0.8,0.1,1.4,20.1,76,80.5,8.5,18,82,24.3,2299,18.2,17460,59.9,14.5,111100,14383,2.57,21670,39586,22.3,915,11608,-1,2823,3925,0,0,0,0,0,0,849331,0,445038,12543,55362,85,1083.07,35
10148,9998,1.5,9998,6.2,24.1,16.2,50.2,95.6,0.4,1,1.5,0.1,1.4,6.6,89.9,80.3,2.7,5.1,93.3,25.3,869,12.7,4961,66.7,14.8,104100,4405,2.25,28296,51529,14,291,4601,-10.6,657,590,0,0,0,0,0,36.6,0,97852,0,0,21057,28,1196.29,8.4
33788,33520,0.8,33520,4.9,19.3,17.4,48.5,97.4,1.3,0.2,0.2,0,0.9,0.9,96.5,87.2,1.1,2.1,82.9,12.6,3098,30.9,15044,80.1,5.9,106300,12697,2.48,21457,45413,13.2,534,4465,-4.1,1602,1833,0,0,0,0,0,0,0,0,221141,7285,12240,1,648.81,51.7
25634,25969,-1.3,25970,4.8,19.8,25.4,50.7,97,0.5,0.7,0.3,0,1.4,2.6,94.8,83,2,2.9,84.5,16.8,3158,24.9,15849,76.9,5,117900,10286,2.47,23044,40246,15.8,577,5882,-6.2,2143,3180,0,0,0,0,0,27.1,205550,54394,282382,11169,29180,26,553.69,46.9
23577,22935,2.8,22935,7.4,26.9,13.5,50.6,92.3,4.4,1.5,0.5,0,1.3,46.7,48,80,7.4,31.4,77.3,17.4,1163,19.5,9291,69.7,8.5,79300,7973,2.81,21984,50565,15.7,517,7038,3.7,1297,1930,0,0,0,0,0,22,0,0,201686,9075,19778,15,908.39,25.2
25998,26446,-1.7,26446,8.3,25.7,13.7,50.3,83.9,7.8,2.5,1.6,0.3,3.9,22.6,64,81.4,5.9,15.5,84.2,20.1,3400,13.6,12137,61.8,9.5,87400,10455,2.44,22925,42824,16.5,535,7637,19.9,1369,1775,0,0,0,0,0,34.2,357021,0,350157,13604,40970,27,802.65,32.9
10034,10030,0,10030,6.3,21.5,15.1,42.7,86.8,4.8,4.7,1.1,0.2,2.5,14.9,73.5,83,2.4,5.9,86,13.8,1168,21.4,4436,70.9,6.8,113800,3357,2.74,24435,48586,12.9,185,2639,-7.5,500,893,0,0,0,0,0,0,0,0,88805,9748,22035,3,8875.65,1.1
102518,96443,6.3,96443,6.9,24.9,13,51.3,82.2,14.5,0.6,1.1,0.1,1.6,4.7,78,76.9,3.7,5.2,84.9,24.4,6727,17.5,43311,58.3,21.1,120700,37834,2.51,23138,41393,20.6,2476,38113,0.6,7113,8387,0,0,1.2,0,1.3,0,1830332,605938,1440936,15768,146652,671,707.21,136.4
140420,133702,5,133801,4.7,20.4,11.2,52.2,76.8,12.2,0.6,7.7,0.1,2.5,8.4,69.6,76.5,12.8,15.9,91,55.8,5892,22,56488,60.5,28.2,272600,51403,2.45,34465,55569,17.8,3092,38205,1.6,12185,12898,6.4,0.9,2.8,0,0,35.5,0,580501,1195285,9583,275614,304,397.96,336.2
126653,127094,-0.3,126979,3.8,18,17.9,51.7,93.7,1.4,0.9,2.1,0,1.8,3,91.3,87,4.3,6.6,92.7,43.5,9875,25.9,62893,74.5,18.3,321900,49430,2.44,37023,72138,8.9,3723,40756,2.6,11092,14253,0.7,0.4,1.1,0,1,26,1756988,1453151,1726691,13619,272795,251,329.24,385.7
35200,36241,-2.9,36241,4.9,20.8,22,52,61.3,36.6,0.3,0.5,0,1.2,1.9,59.8,89.1,1.5,2.2,78.9,15.2,2721,23.4,18080,72.3,6.4,106600,14770,2.38,20929,34659,21.3,711,10121,-0.3,1696,2530,16.4,0,0,0,0,26.8,620067,133676,324090,9148,31245,64,817.84,44.3
4217,4271,-1.3,4271,5.7,22.7,24.1,49.4,88.8,0.4,7.6,0.4,0.3,2.4,1.4,88,86.8,0.6,4.1,86.5,17,427,16.2,2506,71.2,10,58400,1986,2.11,23041,36719,19.2,187,1113,-3.8,462,690,0,0,0,0,0,0,0,27257,52969,13072,2836,10,1014.96,4.2
23714,24029,-1.3,24029,4.7,19.7,21.6,49.4,94.7,0.6,2.8,0.4,0,1.5,1.7,93.4,89.3,1,2.7,90.2,14.4,2598,20.2,14154,80.8,9.1,95300,10787,2.18,22331,41739,13.6,458,5318,4.8,1339,1946,0,0,0,0,0,0,418452,0,166886,6914,17217,47,1044.08,23
111241,113922,-2.4,113924,5.4,22.1,17.6,49.8,95.2,2.3,0.3,0.9,0,1.2,8.9,86.9,88.6,3.3,6.4,88.4,15.9,9116,22.9,49869,75.8,13.5,125200,44257,2.5,25709,52640,12.2,2715,37250,-5.1,5827,8452,0,0,3.3,0,0,27.1,2244e3,1208180,1739926,15466,158601,147,1135.12,100.4
39290,39134,0.4,39134,6.2,21.9,14.8,49.9,92,2.3,1.1,1.7,0.3,2.6,5.1,87.7,79.6,3.4,5.6,90.2,27.2,2511,16.4,17886,60.9,14.7,83800,15370,2.42,20974,37378,20.6,903,13979,-1.4,2158,2989,0,0,0,0,2.6,28.5,757221,0,395361,10204,51852,135,589.76,66.4
43931,43631,0.7,43643,6.4,24.2,15.2,50.8,87.1,10.6,0.5,0.4,0.2,1.2,7.7,80.3,88.8,5.2,7.4,76,12.9,3308,31.8,19221,74.5,4.1,102600,16232,2.67,20701,41250,19.5,703,7396,8.8,2719,0,0,0,0,0,0,0,0,155139,359910,8496,34073,78,692.85,63
8701,8898,-2.2,8898,5.6,23.3,21,49.6,98.5,0.3,0.2,0.3,0,0.7,1.3,97.3,86,5.8,10.2,89.9,11.3,656,24.1,4204,77.5,9.1,82700,3734,2.32,21126,43288,17,179,2772,0.5,622,788,0,0,0,0,0,0,0,1472,84344,8919,0,3,430.59,20.7
17534,17998,-2.6,17997,5.6,20.4,16.7,50.3,79.6,17.6,0.7,0.4,0.1,1.6,2.9,77.1,79.1,0.8,1.7,75.6,8.8,1352,19.1,7589,67.2,11.4,56500,6541,2.28,15609,30284,28.4,327,3890,1.9,842,1110,0,0,0,0,0,17,0,95424,190887,11203,9669,5,633.94,28.4
16913,17021,-0.6,17021,4.4,18.5,18.3,44.9,92.1,6.1,0.4,0.2,0,1.1,1.8,90.5,88,1,2.1,75.7,7.9,1299,27.7,7247,82.6,4.7,74700,6093,2.43,17706,33198,20.2,199,2440,-0.1,968,1169,0,0,0,0,0,23.8,109872,38046,66626,4020,8470,1,734.1,23.2
18806,19056,-1.3,19056,3.9,17.6,28.8,49.7,97,0.5,0.6,0.4,0.1,1.4,1.8,95.5,88.7,0.8,2.1,82.9,10.8,2393,29,14011,84,2.9,106400,8225,2.28,19717,32951,20.1,368,2240,0.1,1422,1565,0,0,0,0,0,0,0,18445,174325,9379,13167,0,704.06,27.1
48801,49761,-1.9,49746,4.9,18.8,18,44.8,69.8,27,0.8,0.6,0.2,1.7,4.8,65.7,86.1,2.8,5.7,78,14.2,5114,24,20821,74.3,7.2,88100,16244,2.55,17525,36809,19.9,767,8740,-1.9,2687,3106,0,0,0,0,2.4,27.1,180603,70612,541943,11070,43151,29,917.76,54.2
226908,207676,9.3,207627,6.2,17.2,9.3,49.9,76.6,9.1,0.7,10.3,0.1,3.2,15.7,62.8,78.9,23,29,93.3,71.7,12638,27.3,110601,45.2,63.3,584600,94454,2.24,62018,103208,8,6219,132556,1.7,17539,19422,6,0.6,9.5,0,8,32,0,453168,2482916,12176,1164025,2160,25.97,7993.6
36198,35654,1.5,35654,6.8,24.9,14.4,48.7,82,13.5,1.2,0.7,0.1,2.6,3.6,79.4,84.7,2,4.3,84.6,15,3488,30.4,15227,76.8,6.5,93900,12948,2.67,22509,46385,16.8,602,6768,1.9,1894,2283,0,0,1.8,0,0,29.6,0,0,317434,9128,19527,27,1157.34,30.8
153414,153920,-0.3,153923,4.8,18.7,16.5,50.6,95.1,0.9,1.2,1.1,0,1.6,1.3,94.1,84,2.7,4.7,90.7,23.8,14626,22,74282,66.9,22.9,137700,62608,2.34,23895,43734,17,4104,57343,-1,9215,14132,0.3,0.6,1,0,0.9,24,1088511,0,2983923,20080,224163,231,3397.36,45.3
35571,35386,0.5,35386,5.7,22.7,16.3,47.9,89.5,1.6,6,0.5,0,2.4,1.7,88.4,90.2,1.1,4.2,92.2,21.3,3216,21,15802,78.2,10.5,159000,13789,2.44,24434,53016,12.5,694,8100,0.4,1994,3205,0,0.9,0,0,0,26.9,0,0,357385,10620,32568,60,861.38,41.1
10159,10148,0.1,10144,5.9,21.7,17,50.2,91.6,5.6,0.6,0.2,0.1,1.9,1.4,90.6,87.8,1.3,1.9,85.6,22.7,842,24.5,4543,74,8.5,96400,3825,2.46,21598,42747,18.2,192,1942,1.3,676,946,0,0,0,0,0,0,0,19306,88059,8968,3435,1,463.85,21.9
308171,304208,1.3,304204,5,18.9,15.3,51.7,77.6,13.7,0.3,5.8,0.1,2.5,5.7,73.8,85.5,9.1,12.2,92.1,38.8,18471,20,138253,59.3,43,209300,122700,2.35,32328,59394,13,9409,172571,1.3,17594,24798,0,0,0,0,2.2,29.9,3351466,3642573,5404372,18121,738926,775,522.8,581.9
3858,3719,3.7,3719,7.5,26.1,20.7,50.3,90.4,6.1,1.3,0.2,0.1,2,33.6,59.3,84.9,7.9,21.6,78.6,12.5,279,14.6,2044,65.9,8.7,40900,1557,2.31,19396,34295,20.8,98,707,-4.3,249,368,0,0,0,0,0,0,0,41626,34309,9896,1406,0,850.62,4.4
7371,7695,-4.2,7695,4.6,17.8,24.6,48.7,95.7,2.4,0.3,0.2,0.1,1.3,1.1,94.8,92,0.2,1.2,79.9,13,743,32.4,5167,77.3,3.6,90600,3274,2.27,21253,34175,18.8,131,1157,-3.8,489,662,0,0,0,0,0,0,0,4227,39387,5227,3114,18,696.05,11.1
14761,15378,-4,15378,5.4,20.4,13.5,44.3,41.3,56.4,0.3,0.9,0.1,1,6.2,36.1,86.5,4.9,10.6,65.7,8.5,640,24.5,5533,73,4.7,64000,4640,2.58,12747,29853,30.2,172,1710,-4.6,821,728,13.5,0,0,0,0,17,0,62382,56799,4315,3639,4,645.29,23.8
38145,35096,8.7,35096,6.7,27.7,10.8,49.7,87.3,9,1.1,1.3,0.1,1.3,21.3,67.8,86.9,8.5,17.8,85,18,2277,31.5,14418,82.9,4.1,144900,12147,2.9,30140,72489,9.7,544,10370,7.1,2499,2899,0,0,0,0,0,24.4,0,137217,274916,9540,31404,377,597.14,58.8
5163,5010,3.1,5010,5.1,27.7,14.7,52.6,76.9,21.5,0.1,0.8,0,0.9,4.4,73,88.8,2.2,7.7,73,14.2,267,27.6,2159,64.4,7.1,93000,1829,2.73,19037,38425,22.3,58,763,-1.5,296,0,0,0,0,0,0,0,215937,0,18573,4503,879,0,166.91,30
15694,15911,-1.4,15911,5,19.5,23.9,50.4,96.2,0.5,1.4,0.5,0,1.5,1.6,94.9,88.8,1.1,2.4,90.8,20.3,1687,21.8,13048,79.8,6.9,146000,7348,2.12,24850,41924,13.8,519,4383,0.6,1418,2106,0,0,0,0,0,17.9,0,27904,178121,10746,25328,71,797.11,20
68838,69340,-0.7,69340,4.9,21.2,19.9,50.7,93.3,4.5,0.4,0.5,0.1,1.3,5.8,88.2,94.3,3.4,5,74.2,12.5,4760,24.3,33038,73.9,7.3,111700,27512,2.48,19029,33159,22.7,1219,17838,-1.7,4408,5805,0,0,0,0,0,22,1503279,260569,759255,11390,62131,92,754.28,91.9
3084,3034,1.6,3034,7,27.8,14,47.7,95.4,1.2,1.6,0.6,0,1.2,42.2,55.3,83.1,17.8,33.9,77,20,180,13.7,1282,80.2,3.4,81900,949,3.15,21936,48185,13.7,61,449,11.1,229,138,0,0,0,0,0,0,0,0,10079,3486,0,10,923.04,3.3
6826,6738,1.3,6738,7.5,24.6,19.7,51.7,97.7,0.6,0.3,0.4,0,1,1,96.8,85.3,0.8,4.2,85.7,15.3,604,20.5,3196,72.2,8.2,80400,2800,2.33,20534,39192,17.2,198,1737,-4.2,531,830,0,0,0,0,0,0,0,35196,59228,9511,2012,4,491.42,13.7
108266,105549,2.6,105543,6.8,25.1,12.3,50.1,80.7,12.8,0.5,2.2,0.4,3.5,5.7,76.2,77.5,4.5,7.6,88.1,20.8,14266,21.7,45726,62.9,19.3,140600,39401,2.6,24147,48687,15.8,2309,35982,3.8,5405,7635,5.2,0,3.5,0,0,24.1,1792272,281136,1449522,14781,168623,364,623.28,169.3
36867,32586,13.1,32588,9.8,33.8,9.1,49.1,88.4,0.6,7.7,0.5,0.5,2.2,8,82,85.1,3.7,8.6,86.2,16.2,1934,19,13176,75,11.2,187900,11007,3.04,23805,62067,11.6,1166,11090,-0.6,1776,2753,0,0.9,0,0,2.1,27.6,0,0,461448,15958,46512,322,4479.69,7.3
12502,12929,-3.3,12929,6.1,24,16.2,51,67,31.4,0.3,0.3,0,0.9,1.9,65.6,94.1,0.2,1.3,82.3,12.9,1067,35.8,6034,80,4.2,79600,4830,2.63,20655,38393,18.8,162,1796,2.6,691,1081,0,0,0,0,0,17.3,0,0,46762,3530,4008,5,430.67,30
15184,15760,-3.7,15760,6.2,23.3,17.3,52.8,40.8,58.1,0.2,0.3,0,0.6,1.3,40,90.6,1.2,2.7,77.4,12.8,995,27.1,7639,78,6.1,79900,5969,2.56,18812,30051,26.6,195,1966,0.2,762,882,0,0,0,0,0,0,0,0,86735,4794,3136,8,643.94,24.5
164072,162878,0.7,162878,5.3,22.7,16.8,51,86.9,9.4,0.8,1.4,0,1.5,6.8,81,88.4,4.6,7.6,80.4,17.6,11671,23.7,73010,73,10.2,134000,64580,2.49,22549,43083,16.3,2754,44013,-0.1,10844,12926,3.3,0,0,0,0,26.4,2696737,0,1264173,8101,131833,290,552.68,294.7
11340,11308,0.3,11308,7.1,25.3,16.1,49.9,92.5,0.7,4.1,0.5,0,2.2,11.9,82.8,82,1.7,5.3,90.4,17.6,998,11.6,5434,65.9,20.2,90000,4860,2.28,25046,46373,23.9,312,2982,1.6,696,1229,0,0,0,0,0,24.6,0,89999,82175,7443,12355,1,1075.29,10.5
15893,15507,2.5,15507,7.6,24.5,12.4,43.3,92.2,4.4,1.1,1.2,0.1,1,67.6,26.5,81.8,14.3,52.2,68.7,12.7,825,17,5596,65.4,13.1,64300,4588,2.89,20245,47019,16.7,337,4625,3,898,1211,0,0,0,0,0,15,0,117045,153994,9730,24316,7,4763.85,3.3
16518,16500,0.1,16500,4.2,17.7,15.3,40.7,61.3,36.6,0.3,0.8,0.1,1,14.7,49.4,95.3,10.8,12.3,73.9,10.9,1021,20.5,7208,64.8,9.7,58300,5567,2.27,12489,26634,30.5,190,3171,-1.2,686,1139,0,0,0,0,0,12.6,0,30505,77349,5817,11149,0,437.3,37.7
22028,22084,-0.3,22083,5.5,22.3,19.4,50.7,97.4,0.7,0.4,0.3,0,1.2,1.3,96.2,91.1,0.5,1.7,75.6,12.6,1360,28.8,10255,79.9,5.2,91900,8815,2.48,18347,34604,22.4,286,3534,-2.2,1755,2174,0,0,0,0,0,22.9,0,46653,110652,5283,13319,3,433.48,50.9
16913,17143,-1.3,17146,5.4,18.8,16.9,45.6,62.8,34.6,0.3,0.4,0,1.8,2.1,61,90,1.7,3.3,70.9,11.9,1289,32,7282,76,3.4,128800,5817,2.34,17167,38648,23,252,1849,-3.8,707,921,20.8,0,0,0,0,0,0,21509,68700,4306,0,34,579.66,29.6
3875,4029,-3.8,4029,6.5,21.4,22,49.9,97.8,0.4,0.4,0.6,0,0.7,1.1,96.9,87.6,0.6,1.2,90.4,13.7,353,21.2,2010,78.5,4.7,85200,1745,2.2,23707,45871,11.3,118,884,1,321,443,0,0,0,0,0,0,0,14217,32586,7950,0,1,423.44,9.5
11959,11717,2.1,11717,6,23,17.2,51.2,91.6,6.3,0.2,0.5,0,1.4,3.8,88,87.8,1.8,3.4,80.6,15.6,701,27.8,5093,82.9,6.9,107300,4480,2.54,19837,40845,14.2,241,2779,-0.1,739,0,0,0,0,0,0,0,259028,67650,63268,5490,6302,21,297.27,39.4
