year,age,degree,finrela,happy,health,marital,sex,polviews,partyid,wtssall,nhappy
2018,65,high school,below average,pretty happy,fair,widowed,female,extremely liberal,"ind,near dem",61,2
2018,69,high school,average,not too happy,fair,never married,male,moderate,"ind,near rep",14,3
2018,59,high school,below average,not too happy,NA,divorced,female,extremely liberal,not str democrat,14,3
2018,35,high school,above average,pretty happy,good,married,male,liberal,not str democrat,61,2
2018,37,high school,below average,not too happy,poor,never married,male,conservative,not str republican,14,3
2018,51,high school,above average,pretty happy,good,married,female,conservative,strong republican,154,2
2018,85,lt high school,below average,not too happy,NA,married,male,moderate,"ind,near dem",61,3
2018,49,bachelor,above average,very happy,excellent,married,female,conservative,not str republican,110,1
2018,68,graduate,above average,pretty happy,good,married,female,slightly liberal,"ind,near dem",61,2
2018,70,junior college,above average,pretty happy,NA,married,female,moderate,"ind,near rep",61,2
2018,74,high school,average,pretty happy,poor,widowed,male,liberal,strong democrat,14,2
2018,68,high school,above average,very happy,NA,married,female,conservative,strong republican,61,1
2018,46,bachelor,average,pretty happy,good,married,female,conservative,strong republican,61,2
2018,51,junior college,average,pretty happy,good,married,female,moderate,strong republican,110,2
2018,66,high school,average,very happy,NA,divorced,male,conservative,strong republican,61,1
2018,43,high school,above average,pretty happy,good,never married,male,slghtly conservative,"ind,near rep",61,2
2018,74,lt high school,average,pretty happy,poor,widowed,female,slghtly conservative,strong democrat,14,2
2018,74,graduate,average,pretty happy,NA,married,male,conservative,"ind,near rep",61,2
2018,85,high school,above average,very happy,fair,married,male,liberal,"ind,near rep",61,1
2018,49,bachelor,below average,pretty happy,fair,divorced,male,extremely liberal,"ind,near dem",61,2
2018,46,high school,average,pretty happy,fair,married,female,moderate,strong republican,110,2
2018,37,bachelor,average,very happy,excellent,married,female,moderate,not str democrat,61,1
2018,41,lt high school,below average,not too happy,fair,separated,female,slghtly conservative,independent,14,3
2018,22,high school,below average,pretty happy,good,married,male,slightly liberal,"ind,near dem",61,2
2018,43,graduate,average,pretty happy,NA,married,female,moderate,"ind,near dem",61,2
2018,73,bachelor,average,very happy,excellent,married,female,moderate,independent,61,1
2018,34,bachelor,below average,very happy,good,married,female,slghtly conservative,not str republican,61,1
2018,87,high school,below average,pretty happy,good,widowed,male,moderate,strong democrat,14,2
2018,32,graduate,below average,very happy,NA,never married,female,liberal,strong democrat,61,1
2018,31,high school,average,very happy,good,divorced,female,moderate,independent,61,1
2018,33,high school,below average,not too happy,NA,never married,male,NA,independent,61,3
2018,69,high school,average,pretty happy,fair,divorced,male,slightly liberal,not str republican,14,2
2018,77,high school,below average,pretty happy,good,never married,male,conservative,strong republican,14,2
2018,52,high school,below average,pretty happy,good,divorced,male,moderate,not str republican,14,2
2018,37,high school,above average,very happy,NA,divorced,male,liberal,strong democrat,14,1
2018,52,high school,below average,pretty happy,fair,never married,male,slghtly conservative,"ind,near dem",14,2
2018,38,bachelor,above average,very happy,excellent,never married,female,slightly liberal,not str democrat,14,1
2018,55,high school,below average,pretty happy,poor,divorced,male,slghtly conservative,"ind,near rep",61,2
2018,75,high school,average,pretty happy,NA,married,female,moderate,not str democrat,61,2
2018,50,high school,average,very happy,good,married,female,slghtly conservative,independent,61,1
2018,25,high school,average,pretty happy,excellent,never married,female,slightly liberal,"ind,near dem",61,2
2018,28,high school,average,very happy,good,married,male,moderate,independent,61,1
2018,76,bachelor,average,not too happy,poor,divorced,male,moderate,strong democrat,14,3
2018,52,bachelor,far below average,very happy,excellent,married,male,moderate,"ind,near rep",199,1
2018,22,high school,average,not too happy,fair,never married,male,conservative,not str republican,110,3
2018,57,lt high school,average,very happy,NA,widowed,male,liberal,not str democrat,61,1
2018,84,lt high school,average,pretty happy,NA,divorced,female,moderate,strong republican,14,2
2018,63,high school,above average,pretty happy,fair,married,female,moderate,strong democrat,61,2
2018,58,graduate,average,pretty happy,NA,widowed,female,slightly liberal,not str democrat,14,2
2018,43,high school,average,very happy,fair,married,female,moderate,not str democrat,61,1
2018,25,high school,average,very happy,good,never married,female,slghtly conservative,"ind,near rep",110,1
2018,39,lt high school,below average,pretty happy,fair,married,male,slghtly conservative,"ind,near rep",61,2
2018,31,junior college,average,pretty happy,NA,never married,female,slghtly conservative,other party,110,2
2018,39,high school,below average,pretty happy,fair,divorced,female,conservative,"ind,near rep",14,2
2018,34,high school,average,pretty happy,good,never married,female,slghtly conservative,"ind,near dem",14,2
2018,27,junior college,average,pretty happy,NA,married,male,moderate,"ind,near rep",61,2
2018,35,high school,average,not too happy,fair,never married,male,moderate,"ind,near rep",110,3
2018,24,high school,average,very happy,fair,never married,female,liberal,"ind,near dem",14,1
2018,48,bachelor,average,pretty happy,NA,never married,male,moderate,not str republican,95,2
2018,21,high school,above average,pretty happy,excellent,never married,male,slightly liberal,"ind,near dem",199,2
2018,30,high school,below average,pretty happy,good,never married,male,slghtly conservative,not str republican,61,2
2018,36,high school,average,pretty happy,NA,never married,male,slghtly conservative,not str republican,14,2
2018,52,high school,below average,very happy,NA,never married,male,extremely liberal,strong republican,14,1
2018,36,graduate,far above average,very happy,NA,married,male,moderate,"ind,near rep",61,1
2018,80,graduate,above average,pretty happy,excellent,widowed,female,liberal,strong democrat,14,2
2018,27,bachelor,far below average,not too happy,excellent,never married,female,slightly liberal,not str republican,14,3
2018,24,bachelor,average,pretty happy,NA,never married,female,slightly liberal,not str republican,110,2
2018,44,high school,average,pretty happy,fair,divorced,female,moderate,independent,110,2
2018,89,lt high school,below average,pretty happy,NA,married,male,moderate,"ind,near dem",199,2
2018,22,high school,average,very happy,excellent,never married,male,extremely liberal,not str democrat,110,1
2018,48,high school,average,not too happy,NA,married,male,slghtly conservative,"ind,near dem",110,3
2018,33,lt high school,average,very happy,good,never married,female,liberal,strong democrat,14,1
2018,59,lt high school,below average,very happy,NA,widowed,female,moderate,strong democrat,14,1
2018,43,high school,average,pretty happy,fair,never married,male,slghtly conservative,"ind,near rep",14,2
2018,32,lt high school,below average,very happy,good,married,female,liberal,strong democrat,154,1
2018,62,junior college,far below average,pretty happy,good,divorced,female,liberal,"ind,near dem",95,2
2018,53,high school,average,pretty happy,good,married,female,slghtly conservative,independent,61,2
2018,59,high school,above average,very happy,NA,married,female,conservative,"ind,near rep",14,1
2018,47,high school,average,pretty happy,NA,married,male,conservative,strong republican,110,2
2018,18,high school,average,pretty happy,good,never married,female,moderate,not str democrat,154,2
2018,64,high school,average,pretty happy,good,widowed,male,moderate,not str democrat,14,2
2018,22,high school,below average,pretty happy,good,never married,male,slightly liberal,"ind,near dem",277,2
2018,37,bachelor,above average,pretty happy,NA,married,female,extremely liberal,strong democrat,61,2
2018,31,bachelor,average,very happy,excellent,never married,female,liberal,strong democrat,14,1
2018,72,high school,average,pretty happy,NA,widowed,female,moderate,not str democrat,14,2
2018,32,bachelor,average,pretty happy,good,married,female,liberal,strong democrat,61,2
2018,69,bachelor,above average,very happy,excellent,married,male,liberal,strong democrat,61,1
2018,32,bachelor,above average,very happy,NA,never married,female,extremely liberal,independent,14,1
2018,32,bachelor,average,pretty happy,NA,never married,male,moderate,"ind,near dem",61,2
2018,60,junior college,below average,not too happy,good,divorced,female,slghtly conservative,independent,14,3
2018,70,lt high school,average,very happy,NA,widowed,male,extrmly conservative,independent,14,1
2018,41,junior college,below average,pretty happy,good,never married,female,moderate,strong democrat,14,2
2018,35,junior college,below average,not too happy,NA,never married,female,liberal,not str democrat,61,3
2018,77,junior college,below average,pretty happy,good,divorced,female,conservative,"ind,near rep",14,2
2018,57,high school,below average,not too happy,excellent,separated,male,conservative,strong republican,14,3
2018,26,high school,average,pretty happy,fair,never married,male,moderate,"ind,near dem",61,2
2018,56,high school,below average,not too happy,NA,divorced,male,moderate,independent,14,3
2018,24,bachelor,average,pretty happy,excellent,never married,male,slightly liberal,not str democrat,14,2
2018,56,lt high school,below average,pretty happy,NA,never married,female,liberal,strong democrat,14,2
2018,39,lt high school,below average,very happy,good,widowed,female,NA,strong democrat,14,1
2018,30,graduate,average,pretty happy,excellent,married,female,liberal,strong democrat,61,2
2018,26,bachelor,average,pretty happy,NA,never married,female,extremely liberal,strong democrat,61,2
2018,31,high school,below average,pretty happy,good,never married,female,conservative,independent,61,2
2018,36,bachelor,average,very happy,excellent,married,female,moderate,not str democrat,199,1
2018,69,junior college,above average,pretty happy,NA,married,male,extrmly conservative,strong republican,61,2
2018,39,bachelor,above average,very happy,excellent,married,female,moderate,"ind,near dem",61,1
2018,53,high school,above average,pretty happy,NA,married,male,slghtly conservative,strong republican,61,2
2018,55,high school,average,pretty happy,good,separated,male,conservative,"ind,near rep",14,2
2018,50,high school,average,pretty happy,NA,divorced,female,moderate,independent,110,2
2018,31,graduate,above average,very happy,good,married,male,liberal,strong democrat,61,1
2018,70,bachelor,average,pretty happy,NA,never married,female,moderate,strong republican,14,2
2018,68,junior college,above average,pretty happy,excellent,divorced,female,liberal,strong democrat,14,2
2018,73,high school,above average,very happy,NA,married,male,slightly liberal,"ind,near dem",61,1
2018,60,graduate,below average,pretty happy,good,never married,female,liberal,strong democrat,95,2
2018,30,high school,above average,pretty happy,good,never married,male,slghtly conservative,"ind,near rep",61,2
2018,60,high school,average,pretty happy,NA,married,female,moderate,not str democrat,61,2
2018,61,high school,average,not too happy,fair,divorced,male,slightly liberal,"ind,near dem",95,3
2018,69,lt high school,average,pretty happy,NA,widowed,female,NA,strong democrat,39,2
2018,41,high school,below average,not too happy,good,never married,male,NA,independent,14,3
2018,64,junior college,below average,pretty happy,good,never married,male,moderate,"ind,near dem",14,2
2018,63,high school,average,pretty happy,NA,widowed,female,moderate,not str democrat,61,2
2018,22,lt high school,below average,pretty happy,fair,never married,male,conservative,independent,61,2
2018,33,lt high school,below average,not too happy,NA,separated,female,conservative,independent,61,3
2018,56,bachelor,average,pretty happy,good,never married,male,slightly liberal,strong democrat,14,2
2018,30,junior college,average,not too happy,excellent,married,female,liberal,not str democrat,61,3
2018,89,junior college,below average,pretty happy,fair,widowed,female,slghtly conservative,strong democrat,61,2
2018,61,bachelor,above average,very happy,NA,divorced,female,moderate,not str republican,14,1
2018,55,high school,average,pretty happy,good,divorced,male,moderate,independent,61,2
2018,67,graduate,average,very happy,excellent,never married,female,liberal,not str democrat,14,1
2018,61,high school,average,pretty happy,good,married,female,moderate,independent,61,2
2018,69,high school,below average,very happy,NA,widowed,male,moderate,other party,110,1
2018,30,bachelor,average,not too happy,good,never married,male,extremely liberal,strong democrat,110,3
2018,70,high school,below average,pretty happy,NA,married,male,conservative,strong republican,61,2
2018,41,high school,far above average,pretty happy,excellent,divorced,male,extremely liberal,not str democrat,14,2
2018,67,lt high school,average,pretty happy,poor,never married,female,extrmly conservative,"ind,near dem",14,2
2018,62,high school,average,not too happy,good,divorced,male,moderate,not str democrat,14,3
2018,36,high school,below average,pretty happy,good,divorced,female,moderate,strong democrat,14,2
2018,51,junior college,above average,pretty happy,NA,married,female,moderate,strong republican,110,2
2018,65,bachelor,average,pretty happy,good,married,female,slghtly conservative,not str democrat,61,2
2018,63,high school,average,very happy,NA,divorced,male,moderate,strong democrat,110,1
2018,23,bachelor,above average,very happy,excellent,never married,male,moderate,"ind,near rep",110,1
2018,89,high school,average,very happy,NA,widowed,female,slightly liberal,not str democrat,14,1
2018,47,junior college,below average,pretty happy,good,married,female,moderate,not str republican,61,2
2018,75,high school,average,pretty happy,good,widowed,female,conservative,strong republican,14,2
2018,24,high school,average,very happy,good,married,male,conservative,strong republican,61,1
2018,42,high school,average,pretty happy,excellent,married,male,conservative,"ind,near rep",61,2
2018,29,high school,below average,very happy,poor,never married,female,NA,independent,14,1
2018,26,junior college,average,pretty happy,NA,never married,female,moderate,"ind,near rep",61,2
2018,89,lt high school,below average,pretty happy,good,widowed,female,slghtly conservative,strong democrat,110,2
2018,76,high school,below average,pretty happy,fair,married,female,moderate,not str democrat,61,2
2018,36,high school,average,pretty happy,good,married,female,extremely liberal,not str democrat,61,2
2018,77,high school,average,very happy,good,married,female,slghtly conservative,strong republican,61,1
2018,32,high school,above average,pretty happy,NA,married,male,conservative,strong republican,61,2
2018,72,high school,average,pretty happy,good,divorced,male,moderate,independent,61,2
2018,39,bachelor,below average,very happy,good,married,female,extremely liberal,not str democrat,61,1
2018,71,high school,average,pretty happy,fair,married,female,conservative,not str republican,61,2
2018,31,graduate,above average,pretty happy,NA,divorced,male,extrmly conservative,strong republican,14,2
2018,69,graduate,above average,pretty happy,NA,married,male,slightly liberal,"ind,near dem",61,2
2018,35,lt high school,NA,very happy,excellent,married,male,NA,independent,61,1
2018,80,graduate,average,pretty happy,NA,married,male,slghtly conservative,strong republican,61,2
2018,49,bachelor,above average,very happy,excellent,divorced,male,moderate,"ind,near dem",14,1
2018,42,high school,below average,pretty happy,NA,married,male,moderate,not str democrat,61,2
2018,36,lt high school,NA,very happy,good,married,female,conservative,"ind,near dem",61,1
2018,71,high school,far below average,pretty happy,poor,married,male,NA,not str republican,61,2
2018,64,lt high school,far below average,pretty happy,NA,never married,male,conservative,independent,110,2
2018,57,junior college,average,pretty happy,excellent,divorced,male,slightly liberal,not str republican,95,2
2018,24,high school,average,very happy,fair,married,female,slghtly conservative,independent,154,1
2018,47,high school,average,very happy,good,divorced,female,slightly liberal,not str republican,277,1
2018,23,high school,above average,pretty happy,excellent,never married,male,slightly liberal,not str republican,154,2
2018,46,junior college,average,pretty happy,good,divorced,male,moderate,strong republican,154,2
2018,57,lt high school,average,very happy,NA,divorced,male,extremely liberal,other party,110,1
2018,50,graduate,below average,pretty happy,good,married,female,moderate,independent,199,2
2018,34,high school,average,pretty happy,NA,never married,female,slightly liberal,"ind,near rep",14,2
2018,20,high school,above average,pretty happy,good,never married,male,moderate,"ind,near rep",110,2
2018,49,high school,above average,very happy,good,married,female,moderate,not str republican,61,1
2018,30,high school,below average,pretty happy,NA,never married,female,liberal,strong democrat,61,2
2018,29,high school,below average,pretty happy,fair,married,male,moderate,independent,61,2
2018,61,high school,average,very happy,NA,divorced,female,NA,not str democrat,14,1
2018,29,graduate,below average,pretty happy,fair,never married,female,moderate,"ind,near dem",14,2
2018,21,high school,above average,pretty happy,good,never married,male,extremely liberal,strong democrat,61,2
2018,24,high school,average,pretty happy,NA,never married,male,slghtly conservative,"ind,near rep",61,2
2018,34,graduate,above average,very happy,good,married,female,liberal,strong democrat,61,1
2018,25,high school,below average,pretty happy,NA,never married,female,slightly liberal,strong democrat,61,2
2018,21,high school,average,not too happy,fair,never married,male,slghtly conservative,"ind,near rep",154,3
2018,22,high school,above average,pretty happy,excellent,never married,male,slghtly conservative,"ind,near rep",154,2
2018,38,high school,below average,not too happy,fair,never married,male,extremely liberal,independent,110,3
2018,70,high school,average,pretty happy,good,married,male,moderate,independent,61,2
2018,33,high school,average,pretty happy,NA,married,female,moderate,independent,61,2
2018,75,lt high school,average,very happy,fair,married,female,moderate,"ind,near dem",61,1
2018,56,high school,below average,pretty happy,fair,married,male,slghtly conservative,not str republican,61,2
2018,68,bachelor,average,pretty happy,NA,married,male,liberal,strong democrat,61,2
2018,39,high school,below average,pretty happy,good,married,female,moderate,not str democrat,61,2
2018,54,high school,average,pretty happy,good,married,female,conservative,strong republican,61,2
2018,60,high school,above average,not too happy,NA,married,male,slghtly conservative,not str republican,61,3
2018,60,high school,above average,pretty happy,good,married,male,extrmly conservative,not str republican,61,2
2018,36,graduate,above average,pretty happy,fair,married,male,slghtly conservative,not str republican,61,2
2018,31,high school,average,pretty happy,excellent,married,female,slghtly conservative,not str republican,61,2
2018,41,bachelor,average,pretty happy,good,married,female,moderate,strong democrat,61,2
2018,29,high school,average,pretty happy,NA,divorced,female,moderate,strong republican,61,2
2018,38,bachelor,average,very happy,good,married,female,conservative,strong republican,61,1
2018,42,high school,below average,pretty happy,fair,divorced,female,moderate,not str republican,14,2
2018,69,high school,above average,pretty happy,poor,divorced,female,slghtly conservative,not str democrat,14,2
2018,29,graduate,average,very happy,excellent,married,female,moderate,strong democrat,61,1
2018,33,lt high school,below average,pretty happy,fair,married,male,liberal,"ind,near dem",61,2
2018,27,high school,above average,very happy,excellent,married,male,moderate,independent,61,1
2018,42,junior college,below average,not too happy,good,married,male,moderate,"ind,near rep",154,3
2018,57,bachelor,above average,very happy,NA,married,male,conservative,not str republican,110,1
2018,41,bachelor,average,pretty happy,good,divorced,female,extremely liberal,strong democrat,14,2
2018,70,bachelor,average,very happy,good,divorced,female,slightly liberal,strong democrat,14,1
2018,31,lt high school,below average,pretty happy,fair,married,male,conservative,strong republican,61,2
2018,68,junior college,average,very happy,good,married,female,extrmly conservative,strong republican,61,1
2018,38,graduate,average,pretty happy,good,married,female,moderate,other party,110,2
2018,57,high school,average,very happy,good,never married,male,moderate,not str democrat,14,1
2018,38,junior college,average,pretty happy,good,married,male,moderate,independent,61,2
2018,30,graduate,above average,pretty happy,good,never married,female,conservative,not str republican,199,2
2018,68,lt high school,average,pretty happy,fair,married,male,moderate,independent,61,2
2018,75,high school,below average,pretty happy,NA,divorced,female,extrmly conservative,strong republican,14,2
2018,82,high school,above average,pretty happy,good,married,male,slghtly conservative,not str democrat,61,2
2018,71,junior college,above average,pretty happy,NA,married,male,moderate,independent,61,2
2018,44,high school,below average,pretty happy,fair,married,male,moderate,strong republican,14,2
2018,82,high school,below average,pretty happy,good,widowed,female,moderate,not str democrat,14,2
2018,69,high school,below average,very happy,excellent,married,female,NA,not str democrat,61,1
2018,40,bachelor,below average,pretty happy,NA,never married,male,moderate,independent,14,2
2018,61,lt high school,above average,pretty happy,good,widowed,female,liberal,strong democrat,14,2
2018,70,high school,below average,very happy,NA,married,male,conservative,strong republican,61,1
2018,57,high school,above average,very happy,excellent,married,female,moderate,independent,61,1
2018,37,bachelor,average,not too happy,fair,never married,female,liberal,not str democrat,14,3
2018,64,bachelor,average,pretty happy,NA,married,male,extremely liberal,strong democrat,61,2
2018,74,graduate,average,pretty happy,good,widowed,female,slightly liberal,strong democrat,14,2
2018,71,high school,average,pretty happy,good,separated,female,moderate,strong democrat,14,2
2018,22,high school,average,pretty happy,good,never married,male,extrmly conservative,strong republican,199,2
2018,26,lt high school,far below average,not too happy,poor,never married,female,slightly liberal,"ind,near dem",110,3
2018,52,high school,below average,pretty happy,fair,married,female,moderate,not str republican,277,2
2018,84,high school,average,pretty happy,good,widowed,female,conservative,"ind,near dem",61,2
2018,22,lt high school,average,pretty happy,poor,never married,male,moderate,independent,61,2
2018,28,high school,average,pretty happy,excellent,never married,male,moderate,strong democrat,61,2
2018,60,high school,below average,pretty happy,excellent,divorced,female,moderate,not str republican,14,2
2018,31,high school,far below average,not too happy,NA,never married,female,moderate,strong democrat,14,3
2018,45,high school,average,not too happy,fair,divorced,male,moderate,independent,95,3
2018,49,high school,below average,very happy,NA,married,male,liberal,not str democrat,61,1
2018,32,lt high school,average,pretty happy,good,never married,female,moderate,independent,14,2
2018,43,lt high school,far below average,not too happy,good,divorced,female,moderate,strong democrat,14,3
2018,45,high school,average,pretty happy,NA,divorced,female,moderate,not str democrat,277,2
2018,65,high school,average,very happy,excellent,married,male,liberal,strong democrat,61,1
2018,32,high school,average,pretty happy,good,never married,female,liberal,"ind,near dem",61,2
2018,23,lt high school,average,pretty happy,NA,never married,female,liberal,"ind,near dem",61,2
2018,52,graduate,average,pretty happy,good,married,male,conservative,strong republican,277,2
2018,58,bachelor,average,pretty happy,good,married,female,liberal,"ind,near dem",61,2
2018,21,high school,average,pretty happy,NA,never married,female,moderate,not str republican,154,2
2018,77,bachelor,average,pretty happy,excellent,widowed,female,moderate,"ind,near dem",14,2
2018,86,lt high school,average,very happy,excellent,married,male,extrmly conservative,strong republican,61,1
2018,52,junior college,average,pretty happy,good,divorced,female,moderate,not str democrat,199,2
2018,66,bachelor,average,pretty happy,excellent,divorced,male,moderate,independent,14,2
2018,72,high school,NA,pretty happy,NA,widowed,female,slghtly conservative,independent,95,2
2018,47,high school,below average,pretty happy,good,divorced,female,conservative,not str republican,14,2
2018,58,bachelor,above average,pretty happy,NA,never married,male,conservative,strong republican,14,2
2018,35,graduate,average,pretty happy,excellent,divorced,female,liberal,not str democrat,14,2
2018,50,junior college,far below average,very happy,fair,separated,female,moderate,independent,14,1
2018,84,graduate,average,very happy,NA,widowed,female,extrmly conservative,strong republican,14,1
2018,22,high school,average,not too happy,good,never married,male,slightly liberal,not str democrat,14,3
2018,29,bachelor,average,very happy,NA,never married,female,slightly liberal,"ind,near dem",14,1
2018,26,high school,below average,very happy,fair,separated,male,extrmly conservative,"ind,near dem",61,1
2018,24,bachelor,average,very happy,good,married,female,slightly liberal,"ind,near dem",199,1
2018,NA,high school,average,pretty happy,good,married,female,moderate,independent,199,2
2018,38,junior college,far below average,very happy,good,married,male,moderate,"ind,near dem",61,1
2018,31,bachelor,average,pretty happy,good,never married,male,slightly liberal,not str democrat,14,2
2018,31,bachelor,far below average,pretty happy,good,never married,female,extremely liberal,"ind,near dem",14,2
2018,30,bachelor,average,not too happy,good,never married,female,liberal,other party,14,3
2018,46,graduate,far above average,pretty happy,NA,married,male,extremely liberal,not str republican,61,2
2018,49,bachelor,below average,not too happy,fair,never married,male,moderate,strong democrat,14,3
2018,29,high school,below average,pretty happy,good,married,male,moderate,"ind,near rep",110,2
2018,45,high school,far below average,pretty happy,fair,divorced,female,liberal,"ind,near rep",61,2
2018,67,high school,below average,not too happy,NA,divorced,male,slghtly conservative,strong democrat,14,3
2018,34,high school,average,very happy,excellent,married,female,moderate,not str republican,110,1
2018,82,high school,average,pretty happy,NA,widowed,male,moderate,independent,14,2
2018,44,high school,average,very happy,NA,married,male,moderate,"ind,near rep",61,1
2018,48,graduate,average,pretty happy,good,married,female,moderate,"ind,near dem",199,2
2018,24,lt high school,average,not too happy,NA,never married,female,conservative,"ind,near rep",154,3
2018,56,high school,NA,very happy,NA,married,male,conservative,not str republican,61,1
2018,65,high school,below average,pretty happy,excellent,married,male,conservative,"ind,near rep",61,2
2018,48,high school,average,not too happy,good,never married,female,moderate,"ind,near dem",61,3
2018,27,high school,far below average,not too happy,good,never married,female,moderate,not str democrat,14,3
2018,55,graduate,above average,pretty happy,excellent,married,female,slightly liberal,"ind,near dem",110,2
2018,25,high school,above average,very happy,good,married,male,moderate,"ind,near rep",14,1
2018,55,high school,below average,not too happy,fair,divorced,female,conservative,strong democrat,14,3
2018,71,high school,average,pretty happy,fair,separated,female,moderate,independent,14,2
2018,26,high school,average,pretty happy,NA,never married,male,extrmly conservative,independent,110,2
2018,59,high school,average,very happy,NA,married,female,conservative,strong republican,154,1
2018,56,high school,above average,pretty happy,excellent,divorced,female,moderate,"ind,near dem",61,2
2018,58,graduate,below average,not too happy,NA,divorced,female,moderate,independent,95,3
2018,27,junior college,average,pretty happy,fair,never married,female,moderate,not str democrat,14,2
2018,69,high school,above average,very happy,excellent,married,female,extremely liberal,independent,14,1
2018,30,high school,above average,pretty happy,NA,never married,female,slghtly conservative,"ind,near rep",61,2
2018,71,bachelor,above average,very happy,NA,widowed,female,conservative,not str republican,14,1
2018,53,lt high school,far below average,not too happy,fair,married,female,moderate,not str democrat,199,3
2018,NA,junior college,average,not too happy,NA,divorced,male,slightly liberal,not str democrat,14,3
2018,34,lt high school,far above average,pretty happy,fair,married,female,moderate,independent,61,2
2018,37,lt high school,far below average,not too happy,good,divorced,female,conservative,not str republican,110,3
2018,29,junior college,below average,pretty happy,NA,married,female,moderate,not str democrat,14,2
2018,63,high school,below average,pretty happy,fair,divorced,female,moderate,NA,95,2
2018,32,junior college,average,very happy,fair,never married,female,slghtly conservative,not str democrat,61,1
2018,33,bachelor,average,pretty happy,NA,never married,male,slghtly conservative,not str republican,14,2
2018,79,high school,average,very happy,NA,never married,female,NA,strong democrat,14,1
2018,22,high school,average,pretty happy,good,never married,male,moderate,independent,14,2
2018,24,high school,average,pretty happy,good,never married,female,moderate,independent,14,2
2018,31,bachelor,above average,pretty happy,good,married,female,liberal,not str democrat,61,2
2018,43,bachelor,above average,pretty happy,good,married,female,moderate,not str republican,61,2
2018,56,bachelor,far above average,very happy,excellent,divorced,female,moderate,strong republican,14,1
2018,54,high school,far above average,pretty happy,NA,divorced,male,conservative,not str republican,14,2
2018,47,high school,above average,very happy,excellent,married,male,slightly liberal,independent,61,1
2018,72,bachelor,far below average,very happy,good,married,female,conservative,strong republican,61,1
2018,60,graduate,above average,very happy,excellent,married,male,conservative,strong republican,61,1
2018,34,graduate,average,pretty happy,NA,married,male,slghtly conservative,not str republican,199,2
2018,38,bachelor,above average,pretty happy,excellent,married,male,liberal,strong democrat,61,2
2018,58,graduate,far above average,pretty happy,NA,married,female,conservative,strong republican,61,2
2018,67,bachelor,below average,not too happy,poor,divorced,female,moderate,"ind,near rep",14,3
2018,39,high school,average,pretty happy,excellent,never married,female,conservative,other party,14,2
2018,75,high school,below average,pretty happy,good,divorced,female,conservative,"ind,near rep",14,2
2018,65,junior college,below average,pretty happy,good,married,female,moderate,independent,14,2
2018,56,high school,far below average,pretty happy,NA,never married,male,liberal,strong democrat,14,2
2018,35,junior college,far below average,pretty happy,fair,divorced,female,extremely liberal,"ind,near dem",14,2
2018,57,graduate,far below average,pretty happy,fair,married,female,moderate,strong democrat,61,2
2018,63,high school,average,pretty happy,NA,married,male,moderate,"ind,near dem",61,2
2018,29,high school,below average,pretty happy,good,never married,male,moderate,"ind,near dem",95,2
2018,66,high school,above average,very happy,fair,married,female,slghtly conservative,strong republican,61,1
2018,58,junior college,below average,pretty happy,poor,widowed,female,moderate,not str democrat,14,2
2018,77,bachelor,below average,pretty happy,good,married,female,extremely liberal,strong democrat,110,2
2018,38,lt high school,average,pretty happy,NA,never married,male,extremely liberal,"ind,near dem",61,2
2018,34,junior college,average,very happy,excellent,married,female,moderate,independent,61,1
2018,27,high school,average,not too happy,NA,never married,female,moderate,not str democrat,14,3
2018,46,lt high school,below average,very happy,fair,married,female,moderate,not str republican,110,1
2018,45,junior college,below average,pretty happy,NA,divorced,female,moderate,independent,14,2
2018,23,junior college,above average,pretty happy,fair,married,female,slightly liberal,not str democrat,61,2
2018,25,junior college,average,very happy,good,never married,female,moderate,"ind,near dem",14,1
2018,23,high school,below average,pretty happy,NA,never married,female,slghtly conservative,independent,61,2
2018,57,high school,average,very happy,NA,married,male,moderate,independent,61,1
2018,58,junior college,average,not too happy,fair,married,female,slghtly conservative,independent,110,3
2018,50,lt high school,below average,pretty happy,fair,divorced,female,moderate,not str republican,61,2
2018,70,high school,above average,pretty happy,NA,never married,male,slightly liberal,strong democrat,14,2
2018,58,junior college,average,pretty happy,excellent,separated,female,moderate,independent,14,2
2018,68,junior college,average,very happy,good,divorced,female,moderate,strong democrat,154,1
2018,25,junior college,below average,pretty happy,NA,married,female,moderate,independent,110,2
2018,68,high school,average,pretty happy,good,widowed,female,slghtly conservative,"ind,near dem",110,2
2018,54,high school,below average,not too happy,good,divorced,female,conservative,strong republican,14,3
2018,30,lt high school,far below average,pretty happy,NA,divorced,female,moderate,"ind,near rep",14,2
2018,64,high school,average,pretty happy,good,divorced,female,moderate,strong democrat,61,2
2018,58,lt high school,average,very happy,fair,married,male,conservative,strong republican,61,1
2018,69,lt high school,below average,NA,NA,married,female,moderate,strong democrat,61,NA
2018,56,high school,average,not too happy,poor,married,female,slghtly conservative,not str democrat,154,3
2018,69,high school,below average,pretty happy,good,married,female,conservative,"ind,near rep",61,2
2018,46,high school,above average,very happy,NA,married,male,NA,strong republican,61,1
2018,34,lt high school,average,very happy,excellent,divorced,male,moderate,strong republican,61,1
2018,67,high school,below average,very happy,fair,divorced,female,liberal,strong republican,14,1
2018,40,high school,far below average,not too happy,fair,never married,female,moderate,independent,14,3
2018,44,high school,below average,not too happy,NA,divorced,female,moderate,"ind,near rep",61,3
2018,32,junior college,average,pretty happy,good,never married,female,moderate,strong democrat,61,2
