"year","imdb","title","test","clean_test","binary","budget","domgross","intgross","code","budget_2013","domgross_2013","intgross_2013","period_code","decade_code","int_only","roi_total","roi_dom","roi_int"
2007,"tt0861739","Tropa de Elite","ok-disagree","ok","PASS",6537890,8744,14319195,"2007PASS",7345604,9824,16088238,2,2,16078414,2.19018585809962,0.0013373985311487,2.18884845956847
2007,"tt0473308","Waitress","ok","ok","PASS",1500000,19097550,22217183,"2007PASS",1685315,21456928,24961971,2,2,3505043,14.8114572053296,12.7317017886864,2.07975541664318
2007,"tt0498399","We Own the Night","nowomen","nowomen","FAIL",28000000,28563179,55307857,"2007FAIL",31459218,32091974,62140782,2,2,30048808,1.97528056800395,1.02011353238342,0.955167035620529
2007,"tt0496436","White Noise 2: The Light","notalk","notalk","FAIL",10000000,NA,8243567,"2007FAIL",11235435,NA,9262006,2,2,NA,0.824356689349367,NA,NA
2006,"tt0416449","300","nowomen-disagree","nowomen","FAIL",60000000,210614939,454161935,"2006FAIL",69347781,243427977,524918705,2,2,281490728,7.56936555763767,3.51024897249416,4.05911658514351
2006,"tt0405296","A Scanner Darkly","notalk","notalk","FAIL",20000000,5501616,7405084,"2006FAIL",23115927,6358748,8558769,2,2,2200021,0.370254197463074,0.275080813328403,0.0951733841346704
2006,"tt0437800","Akeelah and the Bee","ok","ok","PASS",8000000,18848430,18959424,"2006PASS",9246371,21784947,21913233,2,2,128286,2.36992794254092,2.35605374259804,0.0138741999428749
2006,"tt0429591","Aquamarine","ok","ok","PASS",12000000,18597342,22978953,"2006PASS",13869556,21494740,26558990,2,2,5064250,1.91491277730881,1.54977852210986,0.365134255198941
2006,"tt0416496","Bandidas","ok","ok","PASS",35000000,NA,18400000,"2006PASS",40452872,NA,21266653,2,2,NA,0.525714292918436,NA,NA
2006,"tt0454082","Black Christmas","ok","ok","PASS",9000000,16235738,16235738,"2006PASS",10402167,18765207,18765207,2,2,0,1.80397094182395,1.80397094182395,0
2006,"tt0450259","Blood Diamond","notalk","notalk","FAIL",100000000,57377916,171377916,"2006FAIL",115579635,66317186,198077969,2,2,131760783,1.71377915322193,0.573779161008771,1.13999999221316
2006,"tt0479647","Bon Cop, Bad Cop","notalk","notalk","FAIL",8000000,12671300,12671300,"2006FAIL",9246371,14645442,14645442,2,2,0,1.58391243440264,1.58391243440264,0
2006,"tt0443453","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","notalk","notalk","FAIL",18000000,128505958,261572744,"2006FAIL",20804334,148526717,302324822,2,2,153798105,14.5318192834243,7.13921998175957,7.39259930166474
2006,"tt0470705","Bug","ok","ok","PASS",4000000,7006708,7006708,"2006PASS",4623185,8098328,8098328,2,2,0,1.75167725280299,1.75167725280299,0
2006,"tt0317219","Cars","notalk-disagree","notalk","FAIL",70000000,244082982,461667967,"2006FAIL",80905744,282110219,533594150,2,2,251483931,6.59525669771976,3.48689975584428,3.10835694187547
2006,"tt0381061","Casino Royale","notalk","notalk","FAIL",102000000,167365000,596365000,"2006FAIL",117891227,193439856,689276488,2,2,495836632,5.84671570175447,1.64083334207727,4.2058823596772
2006,"tt0206634","Children of Men","ok","ok","PASS",76000000,35552383,69450202,"2006PASS",87840522,41091314,80270290,2,2,39178976,0.913818453856638,0.467794510601838,0.4460239432548
2006,"tt0424345","Clerks II","dubious","dubious","FAIL",5000000,24148068,25894473,"2006FAIL",5778982,27910249,29928737,2,2,2018488,5.17889431045122,4.82961341634219,0.349280894109032
2006,"tt0479884","Crank","nowomen","nowomen","FAIL",12000000,27838408,43924923,"2006FAIL",13869556,32175530,50768266,2,2,18592736,3.66041032604072,2.31986734110306,1.34054298493766
2006,"tt0405094","Das Leben Der Anderen","nowomen-disagree","nowomen","FAIL",2000000,11284657,81197047,"2006FAIL",2311593,13042765,93847250,2,2,80804485,40.5985179917053,5.64232760697926,34.956190384726
2006,"tt0398913","DOA: Dead or Alive","ok","ok","PASS",30000000,480314,7756224,"2006PASS",34673890,555145,8964615,2,2,8409470,0.258540792509868,0.01601046205084,0.242530330459028
2006,"tt0457430","El laberinto del fauno (Pan's Labyrinth)","ok-disagree","ok","PASS",16000000,37634615,87041569,"2006PASS",18492742,43497951,100602327,2,2,57104376,5.44009790435621,2.35216340551336,3.08793449884284
2006,"tt0449010","Eragon","notalk","notalk","FAIL",100000000,75030163,249488115,"2006FAIL",115579635,86719588,288357452,2,2,201637864,2.49488114407006,0.750301625368518,1.74457951870154
2006,"tt0457572","Fido","men","men","FAIL",8000000,298110,419801,"2006FAIL",9246371,344554,485204,2,2,140650,0.0524750737343332,0.0372637005372162,0.015211373197117
2006,"tt0414982","Final Destination 3","ok","ok","PASS",25000000,54098051,112798051,"2006PASS",28894909,62526330,130371575,2,2,67845245,4.51192197905866,2.16392202515675,2.34799995390191
2006,"tt0424095","Flushed Away","nowomen","nowomen","FAIL",149000000,64665672,177665672,"2006FAIL",172213656,74740347,205345335,2,2,130604988,1.19238706017599,0.433997795157429,0.758389265018565
2006,"tt0470765","For Your Consideration","ok","ok","PASS",12000000,5549923,5549923,"2006PASS",13869556,6414581,6414581,2,2,0,0.462493608302962,0.462493608302962,0
2006,"tt0436331","Friends with Money","ok","ok","PASS",6500000,13368437,17518322,"2006PASS",7512676,15451191,20247613,2,2,4796422,2.6951266100122,2.05668273195863,0.638443878053572
2006,"tt0438097","Ice Age: The Meltdown","notalk","notalk","FAIL",75000000,195330621,651899282,"2006FAIL",86684726,225762418,753462808,2,2,527700390,8.69199042054998,2.6044082783396,6.08758214221038
2006,"tt0417225","Idlewild","ok","ok","PASS",15000000,12669914,12669914,"2006PASS",17336945,14643840,14643840,2,2,0,0.84466092497842,0.84466092497842,0
2006,"tt0454848","Inside Man","dubious-disagree","dubious","FAIL",50000000,88634237,184634237,"2006FAIL",57789817,102443127,213399577,2,2,110956450,3.69268476832173,1.77268474478817,1.92000002353356
2006,"tt0493430","Jackass Number Two","notalk","notalk","FAIL",11000000,72778712,85278712,"2006FAIL",12713760,84117369,98564824,2,2,14447455,7.75261008545072,6.61624641333484,1.13636367211588
2006,"tt0452637","Lady in the Water","men","men","FAIL",75000000,42285169,72785169,"2006FAIL",86684726,48873044,84124832,2,2,35251788,0.970468915135061,0.563802255082401,0.40666666005266
2006,"tt0408985","Last Holiday","ok","ok","PASS",45000000,38399961,43343247,"2006PASS",52010836,44382535,50095967,2,2,5713432,0.963183268194343,0.853332467103586,0.109850801090757
2006,"tt0498380","Letters from Iwo Jima","notalk","notalk","FAIL",13000000,13756082,68756082,"2006FAIL",15025353,15899229,79468028,2,2,63568799,5.28892918522447,1.05816009780269,4.23076908742177
2006,"tt0404203","Little Children","ok","ok","PASS",14000000,5463019,14763019,"2006PASS",16181149,6314137,17063043,2,2,10748906,1.0545013212597,0.390215614478304,0.664285706781391
2006,"tt0449059","Little Miss Sunshine","ok","ok","PASS",8000000,59891098,100550977,"2006PASS",9246371,69221912,116216452,2,2,46994540,12.5688718309053,7.48638703768214,5.0824847932232
2006,"tt0490166","London To Brighton","ok","ok","PASS",825000,NA,610776,"2006PASS",953532,NA,705933,2,2,NA,0.740334881262506,NA,NA
2006,"tt0425210","Lucky Number Slevin","notalk-disagree","notalk","FAIL",27000000,22495466,55495466,"2006FAIL",31206501,26000177,64141457,2,2,38141280,2.05538765784732,0.833165403580491,1.22222225426683
2006,"tt0483726","Man of the Year","notalk","notalk","FAIL",20000000,37442180,41342180,"2006FAIL",23115927,43275535,47783141,2,2,4507606,2.06710901102949,1.87210900086334,0.195000010166151
2006,"tt0422720","Marie Antoinette","ok","ok","PASS",40000000,15962471,60862471,"2006PASS",46231854,18449366,70344622,2,2,51895256,1.52156177859534,0.399061781082801,1.12249999751254
2006,"tt0482546","Miss Potter","ok","ok","PASS",30000000,3005605,35891257,"2006PASS",34673890,3473867,41482984,2,2,38009117,1.19637525527133,0.100186826456449,1.09618842881488
2006,"tt0385880","Monster House","ok","ok","PASS",75000000,73661010,141267370,"2006PASS",86684726,85137126,163276310,2,2,78139184,1.88356493161206,0.98214679711856,0.901418134493498
2006,"tt0457510","Nacho Libre","nowomen-disagree","nowomen","FAIL",32000000,80197993,99296462,"2006FAIL",36985483,92692547,114766488,2,2,22073941,3.10301444488369,2.5061872789386,0.596827165945082
2006,"tt0477347","Night at the Museum","ok","ok","PASS",110000000,250863268,574480841,"2006PASS",127137598,289946849,663982857,2,2,374036008,5.22255310344938,2.28057516864523,2.94197793480415
2006,"tt0465551","Notes on a Scandal","ok","ok","PASS",27500000,17510118,49752391,"2006PASS",31784400,20238130,57503632,2,2,37265502,1.80917783566781,0.636731541259234,1.17244629440858
2006,"tt0907657","Once","men","men","FAIL",150000,9445857,18997174,"2006FAIL",173369,10917487,21956864,2,2,11039377,126.648155091164,62.9725441111156,63.6756109800483
2006,"tt0400717","Open Season","notalk","notalk","FAIL",85000000,85105259,189901703,"2006FAIL",98242689,98364347,219487695,2,2,121123348,2.23413769751355,1.0012383415116,1.23289935600195
2006,"tt0401711","Paris je t'aime","dubious","dubious","FAIL",13000000,4857374,4857374,"2006FAIL",15025353,5614135,5614135,2,2,0,0.373644133352474,0.373644133352474,0
2006,"tt0396171","Perfume: The Story of a Murderer","ok","ok","PASS",63700000,2223293,133603463,"2006PASS",73624227,2569674,154418394,2,2,151848720,2.09738560650695,0.0349025599956384,2.06248304651131
2006,"tt0383574","Pirates of the Caribbean: Dead Man's Chest","men-disagree","men","FAIL",225000000,423315812,1060615812,"2006FAIL",260054178,489266869,1225855881,2,2,736589012,4.71384805438504,1.88140360890491,2.83244444548013
2006,"tt0409182","Poseidon","men","men","FAIL",160000000,60674817,181674817,"2006FAIL",184927415,70127732,209979090,2,2,139851358,1.13546761035945,0.37921760816264,0.756250002196808
2006,"tt0451176","Quinceanera","ok","ok","PASS",400000,1692693,2522787,"2006PASS",462319,1956408,2915828,2,2,959420,6.30696121076573,4.23172744360496,2.07523376716077
2006,"tt0405508","Rang De Basanti","ok","ok","PASS",5300000,2197694,29197694,"2006PASS",6125721,2540087,33746588,2,2,31206501,5.5089985325809,0.414659270312833,5.09433926226807
2006,"tt0439289","Running with Scissors","ok","ok","PASS",12000000,6860000,8706701,"2006PASS",13869556,7928763,10063173,2,2,2134410,0.725558410088975,0.571666677722055,0.153891732366919
2006,"tt0454945","She's the Man","men-disagree","men","FAIL",25000000,33889159,55279608,"2006FAIL",28894909,39168966,63891969,2,2,24723003,2.21118429547572,1.35556633869309,0.855617956782629
2006,"tt0423169","Sherrybaby","dubious","dubious","FAIL",2000000,199176,622806,"2006FAIL",2311593,230207,719837,2,2,489630,0.311403002172095,0.0995880330144623,0.211814969157633
2006,"tt0367027","Shortbus","ok","ok","PASS",2000000,1985292,1985292,"2006PASS",2311593,2294593,2294593,2,2,0,0.992645764198109,0.992645764198109,0
2006,"tt0384537","Silent Hill","ok","ok","PASS",50000000,46982632,99982632,"2006PASS",57789817,54302354,115559561,2,2,61257207,1.99965265506897,0.939652638110967,1.060000016958
2006,"tt0439815","Slither","ok","ok","PASS",15250000,7802450,12930343,"2006PASS",17625894,9018043,14944843,2,2,5926800,0.847891346674387,0.511636062261579,0.336255284412808
2006,"tt0475394","Smokin' Aces","dubious-disagree","dubious","FAIL",17000000,35662731,56047261,"2006FAIL",19648538,41218854,64779219,2,2,23560365,3.29689766230953,2.09780768421549,1.19908997809404
2006,"tt0417148","Snakes on a Plane","ok","ok","PASS",33000000,34020814,62020814,"2006PASS",38141279,39321133,71683430,2,2,32362297,1.87941862148881,1.0309337817434,0.848484839745411
2006,"tt0405336","Southland Tales","ok","ok","PASS",17000000,275380,364607,"2006PASS",19648538,318283,421411,2,2,103128,0.0214474481511042,0.0161988133671828,0.00524863478392133
2006,"tt0430634","Stick It","ok","ok","PASS",20000000,26910736,30399714,"2006PASS",23115927,31103330,35135878,2,2,4032548,1.51998567913802,1.34553678076592,0.174448898372105
2006,"tt0420223","Stranger Than Fiction","ok","ok","PASS",30000000,40435190,45235190,"2006PASS",34673890,46734845,52282667,2,2,5547822,1.50783967417558,1.34783968571164,0.159999988463942
2006,"tt0348150","Superman Returns","notalk","notalk","FAIL",232000000,200120000,390874000,"2006FAIL",268144752,231297965,451770741,2,2,220472776,1.68480172604683,0.86258620866091,0.822215517385923
2006,"tt0446046","Take the Lead","ok","ok","PASS",30000000,34742066,65390493,"2006PASS",34673890,40154753,75578093,2,2,35423340,2.17968312756371,1.15806888122446,1.02161424633925
2006,"tt0429589","The Ant Bully","men","men","FAIL",45000000,28142535,49610898,"2006FAIL",52010836,32527039,57340095,2,2,24813056,1.10246439799583,0.625389659185636,0.477074738810197
2006,"tt0452594","The Break Up","notalk","notalk","FAIL",52000000,118806699,202944203,"2006FAIL",60101410,137316349,234562168,2,2,97245819,3.90277312961543,2.28474421814729,1.61802891146813
2006,"tt0382625","The Da Vinci Code","notalk","notalk","FAIL",125000000,217536138,767820459,"2006FAIL",144474543,251427474,887444081,2,2,636016607,6.14256368334731,1.74028911100276,4.40227457234456
2006,"tt0783238","The Dead Girl","ok","ok","PASS",3300000,19875,19875,"2006PASS",3814128,22971,22971,2,2,0,0.00602260857527592,0.00602260857527592,0
2006,"tt0407887","The Departed","notalk","notalk","FAIL",90000000,133311000,290539042,"2006FAIL",104021671,154080367,335803963,2,2,181723596,3.22821158102719,1.48123333838773,1.74697824263946
2006,"tt0458352","The Devil Wears Prada","ok","ok","PASS",35000000,124740460,326551094,"2006PASS",40452872,144174568,377426561,2,2,233251993,9.33003127688931,3.56401315585207,5.76601812103724
2006,"tt0414993","The Fountain","dubious","dubious","FAIL",35000000,10144010,15461638,"2006FAIL",40452872,11724410,17870505,2,2,6146095,0.441761094243197,0.289828865550016,0.151932228693182
2006,"tt0433386","The Grudge 2","ok","ok","PASS",20000000,39143839,70743839,"2006PASS",23115927,45242306,81765471,2,2,36523165,3.53719195427464,1.95719193956617,1.58000001470847
2006,"tt0464049","The History Boys","notalk","notalk","FAIL",3700000,2730296,13425589,"2006FAIL",4276446,3155666,15517247,2,2,12361581,3.62853804303854,0.73791788789102,2.89062015514752
2006,"tt0457939","The Holiday","ok-disagree","ok","PASS",85000000,63280000,205190324,"2006PASS",98242689,73138793,237158227,2,2,164019434,2.4140038247528,0.74447059363369,1.66953323111911
2006,"tt0468492","The Host","ok","ok","PASS",50000000,26623701,58188384,"2006PASS",57789817,30771576,67253922,2,2,36482346,1.16376769284457,0.532474017005453,0.631293675839119
2006,"tt0443543","The Illusionist","nowomen","nowomen","FAIL",16500000,39868642,83792062,"2006FAIL",19070640,46080031,96846559,2,2,50766528,5.07830670601511,2.41628130990884,2.66202539610627
2006,"tt0410297","The Lake House","dubious","dubious","FAIL",40000000,52330111,114830111,"2006FAIL",46231854,60482951,132720223,2,2,72237272,2.87075277145494,1.30825276875117,1.56250000270376
2006,"tt0446755","The Painted Veil","dubious","dubious","FAIL",19400000,8060487,15118795,"2006FAIL",22422449,9316281,17474248,2,2,8157967,0.779319333048767,0.415489003899619,0.363830329149149
2006,"tt0482571","The Prestige","notalk","notalk","FAIL",40000000,53089891,107896006,"2006FAIL",46231854,61361102,124705810,2,2,63344708,2.69740015185201,1.32724726981531,1.3701528820367
2006,"tt0454921","The Pursuit of Happyness","nowomen-disagree","nowomen","FAIL",55000000,162586036,307325633,"2006FAIL",63568799,187916346,355205844,2,2,167289498,5.58773878990541,2.95610974182476,2.63162904808065
2006,"tt0436697","The Queen","dubious-disagree","dubious","FAIL",15000000,56441711,128885873,"2006FAIL",17336945,65235123,148965821,2,2,83730698,8.59239162378378,3.76278075520226,4.82961086858152
2006,"tt0460989","The Wind That Shakes the Barley","notalk-disagree","notalk","FAIL",8300000,1829142,25670174,"2006FAIL",9593110,2114116,29669493,2,2,27555377,3.09279191002709,0.220378584213045,2.87241332581405
2006,"tt0370032","Ultraviolet","notalk","notalk","FAIL",30000000,18522064,20722064,"2006FAIL",34673890,21407734,23950486,2,2,2542752,0.690735478482512,0.617402143226503,0.0733333352560096
2006,"tt0441909","Volver","ok","ok","PASS",9400000,12899867,85599867,"2006PASS",10864486,14909619,98936014,2,2,84026395,9.10636858476324,1.37232621957449,7.73404236518874
2006,"tt0758794","We Are Marshall","notalk","notalk","FAIL",65000000,43545364,43545364,"2006FAIL",75126763,50329573,50329573,2,2,0,0.66992867774697,0.66992867774697,0
2006,"tt0455857","When a Stranger Calls","ok","ok","PASS",15000000,47860214,66944472,"2006PASS",17336945,55316660,77374176,2,2,22057516,4.46296484184497,3.19068094176915,1.27228390007582
2006,"tt0477139","Wristcutters: A Love Story","notalk","notalk","FAIL",1000000,446165,460136,"2006FAIL",1155796,515676,531824,2,2,16148,0.460136563891898,0.446165240232705,0.0139713236591925
2006,"tt0376994","X-Men: The Last Stand","ok","ok","PASS",210000000,234362462,459359555,"2006PASS",242717233,270875277,530926095,2,2,260050818,2.18742644861974,1.11601172134325,1.07141472727649
2006,"tt0463034","You, Me and Dupree","notalk","notalk","FAIL",54000000,75802010,130402010,"2006FAIL",62413003,87611686,150718167,2,2,63106481,2.41485203011302,1.40374091597547,1.01111111413755
2006,"tt0383060","Zoom","ok","ok","PASS",35000000,11989328,12506188,"2006PASS",40452872,13857222,14454606,2,2,597384,0.357319648404692,0.342552242026227,0.0147674063784643
2006,"tt0389557","Zwartboek","ok","ok","PASS",22000000,4398532,27238354,"2006PASS",25427520,5083807,31481990,2,2,26398183,1.23810698015379,0.19993326128541,1.03817371886838
2005,"tt0402022","AEon Flux","ok","ok","PASS",55000000,25857987,47953341,"2005PASS",65616822,30849435,57209924,2,2,26360489,0.87187892153631,0.470145216725065,0.401733704811245
2005,"tt0398712","Assault on Precinct 13","ok","ok","PASS",30000000,20040895,36040895,"2005PASS",35790994,23909452,42997982,2,2,19088530,1.20136316974041,0.668029840132409,0.533333329608001
2005,"tt0372784","Batman Begins","notalk","notalk","FAIL",150000000,205343774,373298774,"2005FAIL",178954969,244981925,445357804,2,2,200375879,2.48865849598175,1.36895849480435,1.11970000117739
2005,"tt0388500","Beauty Shop","ok","ok","PASS",25000000,36351350,38351350,"2005PASS",29825828,43368365,45754431,2,2,2386066,1.53405400849224,1.45405401653895,0.0799999919532829
2005,"tt0374536","Bewitched","ok","ok","PASS",80000000,63313159,131159306,"2005PASS",95442650,75534696,156477397,2,2,80942701,1.63949132803836,0.791414488176931,0.848076839861425
2005,"tt0383222","BloodRayne","dubious","dubious","FAIL",25000000,2405420,3605420,"2005FAIL",29825828,2869746,4301386,2,2,1431640,0.144216817719193,0.096216809136028,0.0480000085831649
2005,"tt0357507","Boogeyman","men","men","FAIL",20000000,46752382,67192859,"2005FAIL",23860663,55777141,80163307,2,2,24386166,3.35964289843916,2.33761907621762,1.02202382222154
2005,"tt0439478","Boynton Beach Club","ok","ok","PASS",2900000,3127472,3127472,"2005PASS",3459796,3731178,3731178,2,2,0,1.07843872875742,1.07843872875742,0
2005,"tt0393109","Brick","notalk","notalk","FAIL",450000,2075743,4087493,"2005FAIL",536865,2476430,4876515,2,2,2400085,9.0833170350088,4.61276112244233,4.47055591256647
2005,"tt0388795","Brokeback Mountain","notalk","notalk","FAIL",13900000,83043761,174097801,"2005FAIL",16583160,99073958,207704444,2,2,108630486,12.5250220102803,5.97437147081738,6.55065053946293
2005,"tt0379725","Capote","dubious","dubious","FAIL",7000000,28750530,49924079,"2005FAIL",8351232,34300335,59561080,2,2,25260745,7.13201118110478,4.1072185517059,3.02479262939887
2005,"tt0367594","Charlie and the Chocolate Factory","ok","ok","PASS",150000000,206459076,474459076,"2005PASS",178954969,246312517,566045396,2,2,319732879,3.16306051272597,1.37639384017328,1.78666667255269
2005,"tt0451094","Chinjeolhan geumjassi","ok","ok","PASS",4500000,211667,23471871,"2005PASS",5368649,252526,28002720,2,2,27750194,5.21597146693703,0.0470371596280554,5.16893430730897
2005,"tt0352248","Cinderella Man","men","men","FAIL",88000000,61649911,108539911,"2005FAIL",104986915,73550386,129491710,2,2,55941324,1.23340808709352,0.70056717068027,0.53284091641325
2005,"tt0393162","Coach Carter","ok","ok","PASS",45000000,67264877,76669806,"2005PASS",53686491,80249227,91469619,2,2,11220392,1.70377346882291,1.49477504499223,0.20899842383068
2005,"tt0360486","Constantine","notalk","notalk","FAIL",75000000,75976178,230884728,"2005FAIL",89477485,90642097,275453129,2,2,184811032,3.07846302340751,1.01301569886547,2.06544732454203
2005,"tt0435623","Conversations with Other Women","nowomen-disagree","nowomen","FAIL",450000,379418,909061,"2005FAIL",536865,452658,1084540,2,2,631882,2.02013541579354,0.843150512698723,1.17698490309482
2005,"tt0121164","Corpse Bride","dubious","dubious","FAIL",30000000,53359111,114770654,"2005FAIL",35790994,63659187,136925192,2,2,73266005,3.82568843994665,1.77863702248672,2.04705141745993
2005,"tt0257516","Cursed","ok","ok","PASS",35000000,19294901,25114901,"2005PASS",41756160,23019456,29962909,2,2,6943453,0.717568593472197,0.551282876586353,0.166285716885844
2005,"tt0342258","Danny the dog","notalk","notalk","FAIL",43000000,24537621,49037621,"2005FAIL",51300425,29274195,58503506,2,2,29229311,1.14040977243366,0.570642348479569,0.56976742395409
2005,"tt0382628","Dark Water","ok","ok","PASS",60000000,25473093,49473093,"2005PASS",71581988,30390244,59023039,2,2,28632795,0.824551547799986,0.424551550593985,0.399999997206001
2005,"tt0342272","Dear Wendy","notalk","notalk","FAIL",8000000,23106,446438,"2005FAIL",9544265,27566,532615,2,2,505049,0.0558047162353518,0.00288822659471421,0.0529164896406376
2005,"tt0421054","Domino","ok","ok","PASS",50000000,10169202,22969202,"2005PASS",59651656,12132195,27403019,2,2,15270824,0.459384044593833,0.203384043520938,0.256000001072896
2005,"tt0419706","Doom","notalk","notalk","FAIL",70000000,28212337,54612337,"2005FAIL",83512319,33658253,65154327,2,2,31496074,0.780176239627593,0.40303338960088,0.377142850026713
2005,"tt0120667","Fantastic Four","notalk-disagree","notalk","FAIL",87500000,154696080,330717080,"2005FAIL",104390399,184557548,394556433,2,2,209998885,3.77962376597488,1.76795519289087,2.01166857308401
2005,"tt0408790","Flightplan","ok","ok","PASS",55000000,89706988,225706988,"2005PASS",65616822,107023409,269275914,2,2,162252505,4.10376342212977,1.63103615411304,2.47272726801673
2005,"tt0369441","Fun with Dick and Jane","ok","ok","PASS",140000000,110550000,201798116,"2005PASS",167024638,131889812,240751838,2,2,108862026,1.44141511625369,0.789642854966104,0.651772261287583
2005,"tt0433383","Good Night, and Good Luck.","notalk","notalk","FAIL",7000000,31501218,56586901,"2005FAIL",8351232,37581997,67510048,2,2,29928051,8.0838429587395,4.50017398630525,3.58366897243425
2005,"tt0424136","Hard Candy","ok-disagree","ok","PASS",950000,1024640,8267066,"2005PASS",1133381,1222429,9862884,2,2,8640455,8.70217870248398,1.07856846020888,7.6236102422751
2005,"tt0330373","Harry Potter and the Goblet of Fire","notalk-disagree","notalk","FAIL",150000000,290013036,896911078,"2005FAIL",178954969,345995160,1070044630,2,2,724049470,5.97940719936086,1.93342024495559,4.04598695440527
2005,"tt0400497","Herbie Fully Loaded","ok","ok","PASS",50000000,66010682,144110682,"2005PASS",59651656,78752930,171928818,2,2,93175888,2.88221366394254,1.32021364167996,1.56200002226258
2005,"tt0382077","Hide and Seek","ok","ok","PASS",25000000,51100486,123100486,"2005PASS",29825828,60964573,146862958,2,2,85898385,4.92401947734695,2.04401946527687,2.88000001207008
2005,"tt0386588","Hitch","men","men","FAIL",55000000,177784257,366784257,"2005FAIL",65616822,212102508,437585770,2,2,225483262,6.66880468548142,3.23244103470906,3.43636365077236
2005,"tt0443536","Hoodwinked!","ok","ok","PASS",17500000,51386611,109843390,"2005PASS",20878080,61305929,131046803,2,2,69740874,6.2767650569401,2.93637772247256,3.34038733446754
2005,"tt0450278","Hostel","notalk","notalk","FAIL",4800000,47326473,82241110,"2005FAIL",5726559,56462050,98116369,2,2,41654319,17.1335646764488,9.85968187876873,7.27388279768007
2005,"tt0410097","Hustle & Flow","dubious","dubious","FAIL",2800000,22202809,23563727,"2005FAIL",3340493,26488687,28112307,2,2,1623620,8.41561619796838,7.92957416764531,0.486042030323069
2005,"tt0396652","Ice Princess","ok","ok","PASS",25000000,24381334,25732334,"2005PASS",29825828,29087739,30699527,2,2,1611788,1.0292933694917,0.97525336094609,0.0540400085456136
2005,"tt0418763","Jarhead","nowomen","nowomen","FAIL",72000000,62647540,96947540,"2005FAIL",85898385,74740591,115661627,2,2,40921036,1.34649361568323,0.870104728977151,0.476388886706077
2005,"tt0418773","Junebug","ok","ok","PASS",1000000,2678010,3557954,"2005PASS",1193033,3194955,4244757,2,2,1049802,3.55795439019709,2.67801058311044,0.879943807086644
2005,"tt0425123","Just Like Heaven","ok","ok","PASS",58000000,48318130,100687083,"2005PASS",69195921,57645130,120123026,2,2,62477896,1.73598420635228,0.833071215281606,0.902912991070673
2005,"tt0360717","King Kong","nowomen","nowomen","FAIL",207000000,218080025,550517357,"2005FAIL",246957858,260176695,656785445,2,2,396608750,2.65950413693659,1.05352669118146,1.60597744575514
2005,"tt0320661","Kingdom of Heaven","nowomen","nowomen","FAIL",110000000,47398413,218853353,"2005FAIL",131233644,56547877,261099301,2,2,204551424,1.98957594288855,0.430894664481008,1.55868127840754
2005,"tt0373469","Kiss Kiss Bang Bang","notalk","notalk","FAIL",15000000,4235837,13105837,"2005FAIL",17895497,5053494,15635698,2,2,10582204,0.873722478900698,0.28238913956958,0.591333339331118
2005,"tt0399295","Lord of War","men","men","FAIL",42000000,24149632,62142629,"2005FAIL",50107391,28811311,74138215,2,2,45326904,1.47958641470676,0.574991242309942,0.904595172396823
2005,"tt0351283","Madagascar","nowomen","nowomen","FAIL",75000000,193595521,556559566,"2005FAIL",89477485,230965870,663994001,2,2,433028131,7.42079419196907,2.58127360195696,4.83952059001211
2005,"tt0331933","Man of the House","ok","ok","PASS",50000000,19699706,22099706,"2005PASS",59651656,23502402,26365681,2,2,2863279,0.441994116642797,0.393994124823626,0.047999991819171
2005,"tt0416320","Match Point","ok","ok","PASS",15000000,23089926,87989926,"2005PASS",17895497,27547047,104974897,2,2,77427850,5.86599506009808,1.53932841317567,4.32666664692241
2005,"tt0415978","Me and You and Everyone We Know","ok","ok","PASS",2000000,3885134,8425527,"2005PASS",2386066,4635094,10051933,2,2,5416839,4.2127640224537,1.94256738916694,2.27019663328676
2005,"tt0397535","Memoirs of a Geisha","ok","ok","PASS",85000000,57010853,161510853,"2005PASS",101407816,68015836,192687798,2,2,124671962,1.90012767852135,0.670715914047493,1.22941176447385
2005,"tt0366780","MirrorMask","ok","ok","PASS",4000000,864959,963224,"2005PASS",4772133,1031925,1149158,2,2,117233,0.240805945685085,0.216239782084866,0.0245661636002182
2005,"tt0385307","Miss Congeniality 2: Armed & Fabulous","ok","ok","PASS",60000000,48478006,101382396,"2005PASS",71581988,57835867,120952557,2,2,63116690,1.68970659211085,0.807966761135497,0.881739830975357
2005,"tt0356910","Mr. & Mrs. Smith","men","men","FAIL",110000000,186336279,478336279,"2005FAIL",131233644,222305354,570671028,2,2,348365674,4.34851163623865,1.6939661753201,2.65454546091854
2005,"tt0408306","Munich","notalk","notalk","FAIL",75000000,47379090,130279090,"2005FAIL",89477485,56524824,155427270,2,2,98902446,1.73705452271038,0.631721197796295,1.10533332491408
2005,"tt0395972","North Country","ok","ok","PASS",30000000,18324242,25224242,"2005PASS",35790994,21861428,30093356,2,2,8231928,0.840808053556713,0.610808070879507,0.229999982677206
2005,"tt0380599","Oliver Twist","notalk","notalk","FAIL",65000000,2070920,26670920,"2005FAIL",77547153,2470676,31819291,2,2,29348615,0.410321846373909,0.0318603056903972,0.378461540683512
2005,"tt0414387","Pride and Prejudice","ok","ok","PASS",28000000,38372662,120918508,"2005PASS",33404928,45779857,144259786,2,2,98479929,4.31851809409677,1.37045219795115,2.94806589614562
