"d","s","y","spp"
39,0.38297,1,"paper birch"
20,0.38297,1,"paper birch"
15,0.38489,1,"cedar"
19,0.38489,0,"red pine"
19,0.38489,0,"red pine"
11,0.38489,0,"red pine"
29,0.38498,1,"black spruce"
21,0.38498,0,"red pine"
15,0.38498,0,"red pine"
11,0.386872,0,"aspen"
8,0.386872,0,"black spruce"
5,0.386872,0,"black spruce"
7,0.386872,0,"black spruce"
8,0.386872,0,"black spruce"
9,0.386872,0,"black spruce"
19,0.387864,1,"cedar"
23,0.387864,1,"cedar"
27,0.387864,0,"jackpine"
13,0.387864,0,"jackpine"
20,0.387864,0,"jackpine"
15,0.387864,0,"jackpine"
27,0.387864,1,"paper birch"
25,0.387864,1,"paper birch"
19,0.387864,0,"red pine"
18,0.388031,1,"aspen"
22,0.388031,1,"aspen"
14,0.388031,1,"cedar"
12,0.388031,1,"paper birch"
17,0.388031,1,"paper birch"
13,0.391278,1,"black spruce"
15,0.391278,1,"black spruce"
22,0.391278,1,"cedar"
13,0.391801,1,"black spruce"
15,0.391801,1,"black spruce"
10,0.391801,1,"black spruce"
12,0.391801,1,"black spruce"
17,0.391801,1,"black spruce"
32,0.391997,1,"aspen"
25,0.391997,1,"aspen"
14,0.391997,1,"cedar"
11,0.391997,1,"cedar"
13,0.391997,1,"cedar"
12,0.391997,1,"cedar"
18,0.391997,1,"paper birch"
30,0.391997,1,"paper birch"
11,0.391997,1,"red pine"
14,0.391997,0,"red pine"
35,0.392487,1,"aspen"
25,0.392487,1,"aspen"
31,0.392487,1,"aspen"
14,0.392983,0,"balsam fir"
8,0.392983,0,"balsam fir"
7,0.392983,0,"balsam fir"
14,0.393157,1,"jackpine"
31,0.393157,0,"red pine"
20,0.393369,0,"jackpine"
23,0.393369,0,"jackpine"
31,0.393369,1,"paper birch"
30,0.393369,1,"paper birch"
7,0.393369,0,"red pine"
15,0.393877,1,"aspen"
18,0.393877,1,"aspen"
19,0.393877,1,"aspen"
19,0.393877,1,"aspen"
14,0.393877,1,"aspen"
14,0.393877,1,"cedar"
17,0.394674,1,"cedar"
39,0.394674,1,"paper birch"
8,0.394898,0,"black spruce"
6,0.394898,0,"black spruce"
6,0.394898,0,"black spruce"
5,0.394898,0,"black spruce"
14,0.394898,1,"cedar"
6,0.394898,0,"red pine"
11,0.394898,0,"red maple"
14,0.395517,0,"cedar"
8,0.395517,0,"red pine"
19,0.39603,0,"balsam fir"
13,0.39603,0,"balsam fir"
18,0.39603,0,"balsam fir"
10,0.39603,0,"balsam fir"
14,0.39603,0,"balsam fir"
35,0.398671,1,"aspen"
14,0.398671,1,"aspen"
29,0.398671,1,"aspen"
30,0.398671,1,"aspen"
13,0.398671,0,"black spruce"
18,0.398671,0,"red pine"
21,0.40016,1,"aspen"
29,0.40016,1,"paper birch"
22.5,0.40016,1,"paper birch"
38,0.40016,1,"paper birch"
20,0.400349,0,"jackpine"
17,0.400349,0,"jackpine"
27,0.400349,0,"jackpine"
30,0.400349,0,"jackpine"
20,0.400349,0,"red pine"
23,0.400349,0,"red pine"
10,0.400867,0,"aspen"
12,0.400867,0,"black spruce"
11,0.400867,0,"black spruce"
14,0.400867,0,"black spruce"
7,0.400867,0,"black spruce"
7,0.400867,0,"cedar"
33,0.40213,1,"aspen"
54,0.40213,1,"aspen"
5,0.402528,0,"black spruce"
7,0.402528,0,"black spruce"
7,0.402528,0,"black spruce"
6,0.402528,0,"black spruce"
12,0.402528,0,"cedar"
6,0.402528,0,"cedar"
6,0.402528,0,"cedar"
28,0.403794,0,"aspen"
26,0.403794,0,"aspen"
7,0.403794,1,"black spruce"
10,0.403794,1,"cedar"
15,0.403794,1,"cedar"
8,0.404768,0,"black spruce"
25,0.404768,1,"red pine"
7,0.404833,0,"black spruce"
15,0.404833,1,"cedar"
5,0.404833,0,"cedar"
7,0.404833,0,"cedar"
8,0.404833,0,"cedar"
8,0.404833,0,"cedar"
7,0.404833,0,"cedar"
15,0.404933,0,"aspen"
11,0.404933,0,"black spruce"
12,0.404933,0,"red pine"
10,0.404933,0,"red pine"
10,0.404933,0,"red pine"
8,0.404933,0,"red pine"
5,0.404933,1,"red pine"
14.5,0.405713,1,"cedar"
13,0.405713,0,"jackpine"
10.5,0.405713,0,"red pine"
9.5,0.405713,0,"red pine"
30,0.405954,1,"aspen"
24,0.405954,1,"aspen"
28,0.405954,1,"cedar"
16,0.405954,1,"cedar"
21,0.405954,0,"jackpine"
8,0.406581,1,"black spruce"
9,0.406581,0,"cedar"
30,0.406581,0,"paper birch"
28,0.406581,0,"paper birch"
9,0.406581,0,"red pine"
5,0.406581,0,"red maple"
12,0.406613,1,"black spruce"
8,0.406613,0,"black spruce"
21,0.406613,1,"cedar"
15,0.406613,1,"cedar"
16,0.406781,1,"aspen"
15,0.406781,1,"black spruce"
6,0.406781,1,"black spruce"
10,0.406781,1,"black spruce"
8,0.406781,1,"black spruce"
10,0.406781,1,"black spruce"
26,0.408082,1,"aspen"
24,0.408082,1,"aspen"
22,0.408082,1,"aspen"
26,0.408082,1,"aspen"
24,0.408765,1,"paper birch"
23.5,0.408765,1,"paper birch"
17,0.408765,0,"red pine"
14.5,0.408765,0,"red pine"
21,0.409336,1,"cedar"
10,0.409336,1,"cedar"
14,0.409336,1,"cedar"
15,0.409336,1,"cedar"
15,0.409336,0,"jackpine"
14.5,0.409336,0,"jackpine"
39.5,0.409336,1,"black ash"
34.5,0.409336,1,"black ash"
13,0.409826,1,"cedar"
17,0.409826,1,"cedar"
36,0.409826,1,"paper birch"
27,0.409826,1,"paper birch"
32,0.409826,1,"paper birch"
8,0.416345,0,"black spruce"
12,0.416345,0,"cedar"
24,0.416345,1,"paper birch"
16,0.416345,1,"paper birch"
13,0.416345,1,"paper birch"
12,0.416345,0,"paper birch"
17,0.416345,0,"paper birch"
14,0.416345,1,"paper birch"
17,0.416345,1,"paper birch"
17,0.416345,0,"paper birch"
12,0.41769,1,"cedar"
12,0.41769,1,"cedar"
20,0.41769,1,"paper birch"
25,0.41769,1,"paper birch"
7,0.420598,0,"black spruce"
7,0.420598,0,"black spruce"
17,0.420598,0,"cedar"
24,0.423524,1,"cedar"
9,0.423881,0,"cedar"
14,0.423881,0,"paper birch"
17,0.4239,1,"cedar"
21,0.4239,1,"cedar"
17,0.4239,1,"cedar"
22,0.4239,0,"cedar"
20.5,0.4239,0,"red pine"
27,0.4239,0,"red pine"
8,0.425459,0,"black spruce"
8,0.425459,0,"cedar"
10,0.425669,1,"black spruce"
17,0.425669,1,"cedar"
33,0.425669,1,"paper birch"
20,0.42588,1,"cedar"
27,0.42588,1,"paper birch"
13,0.42588,1,"paper birch"
7,0.429114,0,"black spruce"
22,0.429114,0,"red pine"
11.5,0.429305,1,"black spruce"
13.5,0.429305,1,"black spruce"
37.5,0.429305,1,"paper birch"
44,0.429305,1,"paper birch"
39,0.429305,1,"paper birch"
15.5,0.429305,0,"red pine"
13,0.431386,0,"cedar"
12,0.431386,1,"cedar"
10,0.431386,0,"jackpine"
17,0.431386,0,"jackpine"
8,0.431386,0,"jackpine"
10,0.431386,0,"jackpine"
9,0.431386,0,"jackpine"
8,0.431386,0,"jackpine"
7,0.431386,0,"red pine"
9,0.431416,1,"cedar"
9,0.431416,0,"cedar"
16,0.431416,1,"cedar"
5,0.431416,0,"jackpine"
7,0.431416,0,"jackpine"
11,0.431416,0,"jackpine"
12,0.431416,0,"jackpine"
13,0.431416,0,"jackpine"
9,0.431416,0,"jackpine"
8,0.431416,0,"jackpine"
15,0.434976,1,"black spruce"
14,0.435212,1,"balsam fir"
10,0.435212,0,"black spruce"
7,0.435212,0,"black spruce"
8,0.435212,0,"black spruce"
20,0.435212,1,"cedar"
8,0.435212,0,"red pine"
13,0.435212,0,"red pine"
6,0.435212,0,"red maple"
12,0.437452,1,"cedar"
10,0.437452,1,"cedar"
15,0.437452,1,"cedar"
10,0.437452,0,"cedar"
7,0.437452,0,"cedar"
6,0.437452,0,"cedar"
18,0.437452,1,"cedar"
32,0.437452,1,"paper birch"
16,0.438073,1,"cedar"
17,0.438073,1,"cedar"
6,0.438073,0,"red pine"
6,0.438073,0,"red pine"
14,0.438073,1,"red pine"
20,0.438073,1,"red pine"
14,0.438073,0,"red pine"
22,0.438073,1,"red pine"
12,0.438073,1,"red pine"
5,0.439344,0,"red pine"
26,0.441333,1,"aspen"
14,0.441635,0,"black spruce"
13,0.441635,1,"cedar"
20,0.441635,1,"cedar"
15,0.441635,1,"cedar"
6,0.441635,0,"cedar"
22,0.441635,0,"jackpine"
23,0.441635,1,"paper birch"
32,0.441635,0,"paper birch"
15,0.441635,1,"paper birch"
27,0.441635,1,"paper birch"
8,0.441635,0,"red pine"
9,0.441635,1,"red pine"
8,0.443507,0,"cedar"
8,0.443507,1,"cedar"
11,0.443507,1,"cedar"
11,0.443507,0,"jackpine"
9,0.443507,0,"jackpine"
9,0.443507,0,"jackpine"
8,0.443507,0,"jackpine"
17,0.443507,1,"jackpine"
10,0.443507,0,"jackpine"
12,0.443507,0,"jackpine"
11,0.443507,0,"red pine"
26,0.44398,1,"aspen"
24,0.44398,1,"aspen"
19,0.44398,1,"aspen"
8,0.44398,0,"black spruce"
11,0.44398,1,"cedar"
14,0.444747,1,"cedar"
12,0.444747,1,"cedar"
16,0.444747,0,"red pine"
10,0.444747,0,"red pine"
7,0.445453,0,"cedar"
11,0.445453,0,"jackpine"
29,0.445453,0,"jackpine"
20,0.445453,0,"jackpine"
11,0.445453,0,"jackpine"
16,0.445453,0,"jackpine"
12,0.445453,0,"jackpine"
16,0.445993,0,"cedar"
16,0.445993,1,"paper birch"
29,0.445993,0,"red pine"
11,0.448048,0,"black spruce"
16,0.448048,1,"black spruce"
7,0.448048,0,"black spruce"
8,0.448048,0,"red pine"
14,0.449021,1,"aspen"
16,0.449021,1,"aspen"
16,0.449021,1,"aspen"
10,0.449627,0,"black spruce"
15,0.449627,1,"cedar"
22,0.449627,0,"cedar"
22,0.449627,0,"red maple"
13,0.449627,0,"red maple"
8,0.450835,1,"black spruce"
5,0.450835,0,"black spruce"
7,0.450835,1,"black spruce"
9,0.450835,0,"black spruce"
17,0.450835,1,"cedar"
17,0.450835,1,"paper birch"
17,0.453102,1,"aspen"
21,0.453102,1,"paper birch"
25,0.453102,1,"paper birch"
13,0.453102,1,"paper birch"
20,0.453102,1,"paper birch"
15,0.453102,1,"paper birch"
21,0.453102,1,"paper birch"
18,0.453102,1,"paper birch"
10,0.453102,0,"red pine"
7,0.455902,1,"black spruce"
10,0.455902,0,"red pine"
10,0.45746,0,"cedar"
11,0.45746,0,"cedar"
11,0.45746,0,"cedar"
8,0.45746,1,"cedar"
29,0.45746,0,"paper birch"
24,0.45746,0,"paper birch"
23,0.45746,1,"paper birch"
15,0.457488,1,"aspen"
21,0.457488,1,"aspen"
13,0.457488,1,"aspen"
15,0.457488,1,"aspen"
19,0.457488,1,"aspen"
20,0.457488,1,"aspen"
27,0.457488,1,"aspen"
17,0.459406,1,"black spruce"
17,0.459406,0,"cedar"
15,0.459406,1,"cedar"
30,0.459406,1,"cedar"
9,0.459406,0,"cedar"
16,0.461366,0,"cedar"
15,0.461366,1,"cedar"
14,0.461366,0,"cedar"
14,0.461366,1,"cedar"
17,0.461366,1,"cedar"
18,0.461366,1,"paper birch"
35,0.461366,1,"paper birch"
27,0.461366,0,"paper birch"
10,0.461674,0,"cedar"
6,0.461674,1,"jackpine"
30,0.461674,1,"paper birch"
18,0.461674,1,"paper birch"
27,0.461674,1,"paper birch"
13,0.461674,1,"paper birch"
26,0.461674,1,"paper birch"
8,0.465298,1,"cedar"
6,0.465298,0,"cedar"
20,0.465298,1,"red pine"
25,0.465298,1,"red pine"
17,0.466155,1,"black spruce"
5,0.466155,1,"black spruce"
5,0.466155,0,"black spruce"
6,0.466155,0,"black spruce"
7,0.466155,0,"cedar"
14,0.466155,0,"red pine"
10,0.467157,1,"cedar"
11,0.467157,1,"cedar"
20,0.467157,1,"cedar"
16,0.467157,1,"cedar"
28,0.467157,1,"paper birch"
6,0.467157,1,"red pine"
6,0.467157,0,"red pine"
9,0.467301,1,"black spruce"
13,0.467301,1,"black spruce"
10,0.467301,1,"black spruce"
23,0.467301,0,"jackpine"
12,0.467301,0,"jackpine"
5,0.469594,0,"black spruce"
20,0.469594,1,"black spruce"
26,0.469594,0,"red pine"
17,0.46983,1,"cedar"
12,0.46983,0,"jackpine"
5,0.46983,0,"jackpine"
43,0.46983,1,"black ash"
34,0.46983,1,"black ash"
13,0.469871,1,"black spruce"
10,0.469871,0,"cedar"
20,0.469871,0,"cedar"
11,0.469871,1,"cedar"
11,0.469871,0,"jackpine"
18,0.469871,0,"jackpine"
12,0.469871,0,"paper birch"
22,0.469871,0,"paper birch"
18,0.469871,0,"paper birch"
12,0.469871,0,"paper birch"
23,0.469871,0,"paper birch"
20,0.469871,0,"paper birch"
9,0.469987,1,"black spruce"
12,0.469987,1,"cedar"
12,0.469987,1,"cedar"
10,0.469987,1,"cedar"
18,0.469987,1,"cedar"
11,0.469987,0,"red pine"
46,0.470667,1,"aspen"
40,0.470667,1,"aspen"
14,0.470667,0,"cedar"
20,0.470667,0,"cedar"
16,0.470667,1,"cedar"
22,0.475169,1,"black spruce"
8,0.475346,0,"red pine"
7,0.475346,0,"red pine"
8,0.475346,0,"red pine"
7,0.475346,0,"red pine"
8,0.475346,0,"red pine"
9,0.475346,0,"red pine"
7,0.475346,0,"red pine"
5,0.475346,0,"red pine"
7,0.475346,0,"red pine"
9,0.475346,0,"red pine"
5,0.475346,0,"red pine"
11,0.475346,0,"red pine"
8,0.476106,0,"black spruce"
9,0.476106,0,"black spruce"
7,0.476106,1,"black spruce"
15,0.476106,0,"cedar"
29,0.476106,1,"paper birch"
8,0.476106,0,"red pine"
10,0.476106,0,"red pine"
9,0.476106,0,"red pine"
25,0.476351,1,"cedar"
13,0.476351,1,"jackpine"
26,0.476351,1,"paper birch"
30,0.476351,1,"paper birch"
16,0.476351,1,"paper birch"
30,0.477266,1,"cedar"
23,0.477266,1,"cedar"
35,0.477266,1,"cedar"
16,0.477266,1,"cedar"
17,0.477266,1,"paper birch"
5,0.478474,0,"black spruce"
10,0.478474,0,"black spruce"
30,0.479198,1,"paper birch"
10,0.480554,1,"black spruce"
20,0.480554,1,"cedar"
16,0.480554,1,"cedar"
20,0.480554,1,"cedar"
10,0.481444,0,"black spruce"
6,0.481444,0,"black spruce"
8,0.481444,0,"black spruce"
8,0.481444,0,"black spruce"
29,0.481444,1,"cedar"
13,0.481444,0,"cedar"
23,0.481444,0,"cedar"
8,0.481444,0,"cedar"
8,0.481444,0,"cedar"
8,0.481444,0,"cedar"
6,0.481444,0,"cedar"
5,0.481444,0,"cedar"
6,0.481444,0,"red pine"
5,0.481444,0,"red pine"
14,0.481949,1,"cedar"
30,0.481949,1,"paper birch"
31,0.481949,1,"paper birch"
30,0.482804,0,"red pine"
58,0.482804,1,"black ash"
35,0.483439,1,"black ash"
17,0.483664,1,"cedar"
18,0.483664,1,"cedar"
19,0.483664,1,"cedar"
9,0.483664,0,"red pine"
7,0.483664,0,"red maple"
17,0.485657,1,"cedar"
27,0.485657,0,"jackpine"
14,0.485725,1,"cedar"
19,0.485725,0,"cedar"
9,0.485725,1,"cedar"
10,0.485725,0,"cedar"
12,0.485725,0,"cedar"
33,0.485725,1,"paper birch"
16,0.485725,0,"red pine"
9,0.487986,1,"jackpine"
7,0.487986,0,"jackpine"
10,0.487986,0,"red pine"
12,0.487986,0,"red pine"
13,0.487986,0,"red pine"
6,0.487986,0,"red pine"
11,0.488089,1,"black spruce"
11,0.488089,1,"cedar"
10,0.488089,1,"cedar"
34,0.488089,1,"black ash"
41,0.488623,1,"aspen"
39,0.488623,1,"aspen"
18,0.488623,1,"black spruce"
16,0.488623,0,"red pine"
19.5,0.491077,1,"black spruce"
20,0.491077,1,"black spruce"
13.5,0.491077,1,"black spruce"
14,0.491077,1,"black spruce"
16,0.491077,0,"black spruce"
19.5,0.491077,1,"paper birch"
27,0.491077,1,"paper birch"
24,0.491077,1,"paper birch"
29,0.491077,1,"paper birch"
29,0.491077,1,"paper birch"
35,0.491077,1,"paper birch"
20.5,0.491077,1,"paper birch"
85,0.49147,0,"black ash"
13,0.491829,1,"cedar"
12,0.491829,1,"cedar"
9,0.491829,0,"cedar"
15,0.491829,1,"cedar"
17,0.491829,1,"cedar"
16,0.491829,0,"cedar"
12,0.491829,1,"cedar"
13,0.492516,1,"cedar"
13,0.492516,1,"cedar"
17,0.492516,1,"paper birch"
15,0.492516,1,"paper birch"
17,0.492516,1,"paper birch"
23,0.492516,1,"paper birch"
18,0.492516,1,"paper birch"
15,0.492516,1,"paper birch"
9,0.492516,1,"paper birch"
36,0.494013,1,"black ash"
8,0.4944,0,"cedar"
8,0.4944,1,"cedar"
7,0.4944,0,"cedar"
22,0.49469,0,"jackpine"
20,0.49469,0,"jackpine"
38,0.495455,1,"paper birch"
10,0.495455,1,"paper birch"
30,0.495455,1,"paper birch"
7,0.495455,0,"red pine"
11.5,0.497046,1,"cedar"
11.5,0.497046,0,"cedar"
9,0.500578,0,"black spruce"
9,0.500578,0,"paper birch"
8,0.500887,1,"black spruce"
6,0.500887,0,"black spruce"
15,0.500887,1,"cedar"
23,0.500887,0,"cedar"
17,0.500887,0,"cedar"
7,0.500887,1,"red pine"
6,0.501032,0,"black spruce"
7,0.501032,0,"black spruce"
12,0.501032,1,"black spruce"
7,0.501032,0,"cedar"
19,0.501032,1,"cedar"
20,0.501032,1,"cedar"
5,0.501032,0,"cedar"
7,0.501032,1,"cedar"
5,0.501032,0,"red pine"
5,0.501032,0,"red pine"
6,0.501032,0,"red pine"
13,0.50111,1,"paper birch"
16,0.50111,1,"paper birch"
24,0.50111,1,"paper birch"
29,0.50111,1,"paper birch"
15,0.50111,1,"paper birch"
16,0.50111,1,"paper birch"
19,0.50111,1,"paper birch"
13,0.502487,1,"black spruce"
15,0.502487,0,"cedar"
17,0.502934,1,"cedar"
31,0.502963,1,"paper birch"
10,0.503722,0,"aspen"
15,0.503722,0,"aspen"
14,0.503722,1,"black spruce"
8,0.503722,0,"red pine"
19,0.505867,0,"jackpine"
36,0.505867,0,"jackpine"
19,0.505867,0,"jackpine"
19,0.505867,1,"jackpine"
18,0.505867,0,"jackpine"
15,0.506657,1,"cedar"
10,0.506657,1,"red pine"
14,0.507574,1,"cedar"
11,0.507574,1,"cedar"
11,0.507574,1,"cedar"
15,0.507574,1,"cedar"
35,0.507574,1,"paper birch"
13,0.507574,0,"red pine"
12,0.507574,0,"red pine"
27,0.508017,1,"aspen"
22,0.508017,1,"cedar"
30,0.508017,1,"paper birch"
15,0.508017,1,"paper birch"
27,0.508017,1,"paper birch"
25,0.508017,1,"paper birch"
45,0.508672,1,"aspen"
49,0.508672,1,"aspen"
17,0.508672,0,"black spruce"
12,0.508672,1,"black spruce"
14,0.508672,1,"cedar"
12,0.508672,0,"red pine"
13,0.508672,0,"red pine"
18,0.508672,1,"red pine"
37,0.511376,0,"aspen"
9,0.511376,0,"black spruce"
5,0.511376,0,"black spruce"
10,0.512248,1,"black spruce"
8,0.512248,0,"cedar"
7,0.512248,0,"cedar"
7,0.512248,1,"cedar"
17,0.512248,1,"cedar"
18,0.512248,1,"cedar"
15,0.512248,1,"cedar"
15,0.512248,1,"cedar"
22,0.512248,1,"cedar"
9,0.512248,0,"jackpine"
9,0.512248,0,"red pine"
30,0.512713,0,"aspen"
20,0.512713,1,"cedar"
24,0.514915,1,"cedar"
14,0.514915,1,"cedar"
10,0.514915,1,"cedar"
12,0.514915,0,"red pine"
10,0.514915,1,"red pine"
12,0.514915,1,"red pine"
25,0.51581,1,"aspen"
14,0.51581,1,"aspen"
10,0.51581,1,"black spruce"
12,0.51581,0,"cedar"
14,0.51581,0,"cedar"
20,0.51581,1,"paper birch"
21,0.51581,1,"paper birch"
8,0.51581,0,"red pine"
22,0.51676,1,"aspen"
15,0.51676,1,"cedar"
24,0.51676,1,"paper birch"
11,0.51676,1,"paper birch"
24,0.51676,1,"paper birch"
23,0.51676,1,"paper birch"
32,0.517177,1,"paper birch"
41,0.517177,1,"paper birch"
10,0.517381,1,"cedar"
5,0.517381,0,"cedar"
12,0.520945,0,"cedar"
12,0.520945,0,"red pine"
25,0.52243,1,"aspen"
16,0.522453,1,"black spruce"
18,0.522453,1,"cedar"
27,0.522453,1,"cedar"
12,0.522453,1,"cedar"
25,0.522453,1,"paper birch"
22,0.522453,1,"paper birch"
22,0.522453,1,"paper birch"
7,0.522657,0,"black spruce"
9,0.522657,1,"cedar"
11,0.522657,1,"cedar"
17,0.522657,1,"paper birch"
5,0.522657,0,"red pine"
18,0.52337,1,"cedar"
13,0.52337,1,"paper birch"
25,0.52337,1,"paper birch"
29,0.52337,1,"paper birch"
10,0.52337,0,"red pine"
13,0.52337,1,"red pine"
9,0.52337,0,"red pine"
15,0.52337,0,"red pine"
12,0.525126,1,"black spruce"
16,0.525126,1,"cedar"
20,0.525126,1,"cedar"
22,0.525126,1,"paper birch"
26,0.525126,0,"paper birch"
32,0.525126,1,"paper birch"
26,0.525126,1,"paper birch"
22,0.528696,1,"paper birch"
22,0.528696,1,"paper birch"
19,0.528696,1,"paper birch"
26.5,0.528696,1,"paper birch"
8,0.529768,0,"jackpine"
13,0.529768,0,"jackpine"
15,0.529768,1,"jackpine"
29,0.529768,1,"paper birch"
11,0.531934,1,"cedar"
8,0.531934,1,"cedar"
8,0.531934,1,"cedar"
5,0.531934,0,"cedar"
9,0.531934,0,"cedar"
9,0.531934,0,"cedar"
33,0.531934,1,"paper birch"
30,0.53267,1,"aspen"
31,0.53267,1,"aspen"
23,0.53267,1,"aspen"
31,0.533063,1,"aspen"
24,0.533063,1,"aspen"
17,0.533063,1,"black spruce"
30,0.533063,1,"paper birch"
35,0.533063,1,"paper birch"
7,0.534748,0,"black spruce"
5,0.534748,0,"black spruce"
5,0.534748,0,"black spruce"
5,0.534748,0,"black spruce"
12,0.535041,1,"cedar"
13,0.535041,1,"cedar"
12,0.535041,0,"cedar"
29,0.535041,0,"paper birch"
16,0.535041,0,"red pine"
35,0.536359,0,"aspen"
6,0.536359,0,"black spruce"
6,0.536359,0,"black spruce"
7,0.536359,0,"black spruce"
6,0.536359,0,"black spruce"
35,0.537142,1,"red pine"
21,0.542241,1,"cedar"
32,0.542241,1,"paper birch"
40,0.543074,1,"black ash"
9.5,0.545287,0,"black spruce"
32.5,0.545287,1,"paper birch"
36,0.54559,1,"aspen"
18,0.54559,0,"cedar"
13.5,0.54559,0,"cedar"
18,0.54559,1,"red maple"
20,0.54559,0,"red maple"
21.5,0.54559,0,"red maple"
22,0.54559,1,"red maple"
17,0.547608,1,"cedar"
19,0.547608,0,"jackpine"
16,0.547608,1,"red pine"
18,0.548117,0,"aspen"
6,0.548117,0,"balsam fir"
9,0.548117,0,"balsam fir"
15,0.548117,0,"balsam fir"
17,0.548117,0,"balsam fir"
11.5,0.548117,0,"balsam fir"
11,0.548117,0,"balsam fir"
15,0.548117,0,"balsam fir"
7,0.548117,0,"balsam fir"
10,0.548117,0,"balsam fir"
6,0.548117,0,"balsam fir"
20,0.548117,0,"black spruce"
19,0.550695,1,"cedar"
10,0.550695,1,"cedar"
18.5,0.550695,1,"cedar"
13,0.550695,1,"cedar"
17,0.550695,1,"paper birch"
23,0.550695,1,"paper birch"
25,0.550695,1,"paper birch"
26,0.550695,1,"paper birch"
16,0.551895,1,"aspen"
17,0.551895,1,"aspen"
25,0.551895,1,"aspen"
18,0.551895,1,"aspen"
22,0.551895,1,"aspen"
20,0.551895,1,"aspen"
13,0.551895,1,"black spruce"
13,0.553382,1,"aspen"
20,0.553382,1,"aspen"
21,0.553382,0,"aspen"
22,0.553382,0,"aspen"
8,0.553382,0,"black spruce"
13,0.553382,1,"cedar"
6,0.553382,0,"cedar"
19,0.553382,1,"cedar"
11,0.553382,0,"cedar"
14,0.553382,0,"cedar"
29,0.553382,1,"paper birch"
16,0.553677,1,"cedar"
13,0.553677,1,"cedar"
18,0.553677,1,"cedar"
18,0.553677,1,"cedar"
13,0.553677,0,"cedar"
15,0.553677,1,"cedar"
28,0.553944,1,"black spruce"
24,0.553944,1,"paper birch"
5,0.55502,0,"black spruce"
5,0.55502,0,"black spruce"
6,0.556445,0,"cedar"
13,0.556445,0,"jackpine"
12,0.556445,0,"jackpine"
12,0.556445,0,"red maple"
47,0.558492,0,"aspen"
39,0.558492,1,"aspen"
36,0.558492,1,"aspen"
40,0.558492,1,"aspen"
17,0.558492,1,"black spruce"
24,0.558492,1,"black spruce"
18,0.558492,0,"cedar"
14,0.558492,0,"cedar"
12,0.558492,0,"jackpine"
28,0.55892,1,"aspen"
33,0.55892,0,"aspen"
32,0.55892,0,"aspen"
7,0.55892,0,"cedar"
7,0.55892,1,"cedar"
9,0.55892,1,"cedar"
16,0.55892,1,"cedar"
9,0.55892,1,"cedar"
8,0.55892,1,"cedar"
11,0.55892,0,"red pine"
6,0.55892,0,"red maple"
7,0.560545,0,"black spruce"
9,0.560545,0,"black spruce"
8,0.560545,0,"black spruce"
8,0.560545,0,"black spruce"
9,0.560545,0,"black spruce"
10,0.560545,0,"black spruce"
6,0.560545,0,"black spruce"
5,0.560545,0,"black spruce"
6,0.560545,0,"black spruce"
5,0.560545,0,"black spruce"
7,0.560545,0,"black spruce"
5,0.560545,0,"black spruce"
5,0.560623,0,"aspen"
8,0.560623,1,"black spruce"
18,0.560623,1,"cedar"
22,0.560623,1,"cedar"
8,0.561061,0,"cedar"
11,0.561061,1,"cedar"
14,0.561061,0,"cedar"
7,0.561061,1,"cedar"
7,0.561061,0,"cedar"
6,0.561061,0,"cedar"
5,0.561061,0,"cedar"
19,0.561061,1,"paper birch"
30,0.561061,1,"paper birch"
36,0.561226,1,"aspen"
13,0.561226,1,"black spruce"
25,0.561226,1,"paper birch"
17,0.561226,0,"red pine"
19,0.562645,1,"cedar"
16.5,0.562645,1,"cedar"
14,0.562645,1,"cedar"
16,0.562645,0,"red pine"
17,0.562645,1,"red pine"
18,0.562645,0,"red pine"
14.5,0.562645,0,"red pine"
15,0.562645,0,"red pine"
32,0.563695,1,"aspen"
30,0.563695,0,"aspen"
31,0.563695,1,"aspen"
24,0.563695,0,"aspen"
30,0.563695,1,"cedar"
21,0.563695,1,"cedar"
8,0.563695,0,"red pine"
5,0.563695,0,"red maple"
28,0.565152,1,"black spruce"
10,0.565749,0,"cedar"
8,0.565749,1,"cedar"
9,0.565749,1,"cedar"
20,0.565749,1,"paper birch"
18,0.565749,1,"paper birch"
13,0.565749,1,"paper birch"
23,0.565749,1,"paper birch"
17,0.565749,1,"paper birch"
12,0.565749,1,"paper birch"
21,0.568783,1,"cedar"
9,0.569819,0,"jackpine"
6,0.569819,0,"red pine"
10,0.569877,0,"cedar"
9,0.569877,1,"cedar"
9,0.569877,0,"cedar"
9,0.569877,0,"cedar"
9,0.569877,1,"cedar"
9,0.569877,0,"red pine"
10,0.569877,0,"red pine"
32,0.570761,1,"paper birch"
17,0.57151,0,"aspen"
9,0.57151,0,"cedar"
10,0.57151,1,"cedar"
14,0.57151,0,"cedar"
17,0.57151,0,"cedar"
19,0.57151,1,"cedar"
7,0.57151,0,"cedar"
8,0.57151,0,"cedar"
7,0.57151,0,"cedar"
16,0.57151,0,"cedar"
7,0.57151,0,"red pine"
10,0.572518,1,"cedar"
9,0.572518,0,"jackpine"
10,0.572518,1,"jackpine"
13,0.572518,0,"jackpine"
13,0.572518,0,"jackpine"
30,0.572518,1,"paper birch"
23,0.572518,1,"paper birch"
9,0.572518,0,"red pine"
12,0.57293,1,"cedar"
19,0.57293,1,"cedar"
21,0.57293,1,"cedar"
17,0.57293,0,"cedar"
18,0.57293,0,"cedar"
